start_jid,end_jid,sfzh,hcbc
61583,240008051,62052319671201959X,H238
39644,240008051,420304193506274281,H238
85224,940004515,650205194708060562,S425
41225,940004515,540230194604267113,S425
84648,940004515,360481195209251199,S425
72217,940004515,511325200105071501,S425
79961,940004515,620524199402277040,S425
85224,240001192,650205194708060562,H220
98266,240001192,510801195910207856,H220
26919,240001192,621101194306214535,H220
73100,240001192,430203193609254769,H220
26007,240001192,500105198908168308,H220
81267,540000018,451028196801029486,S821
98173,540000018,520203196603107464,S821
58504,540000018,330000199308069117,S821
11770,540000018,361129195509043497,S821
58755,540000018,37162519810327740X,S821
81267,640000180,451028196801029486,S966
33765,640000180,511523195707018956,S966
54261,640000180,150104197410097841,S966
8310,640000180,411281195612208232,S966
79731,640000180,370782195412093258,S966
8335,140009078,530000196102280906,T503
11340,140009078,469028197007201609,T503
19152,140009078,533103199711121127,T503
49682,140009078,61010319631108886X,T503
38289,140009078,469029197606014748,T503
8335,740001286,530000196102280906,S258
71010,740001286,430802197607260684,S258
26709,740001286,450804195611216835,S258
17778,740001286,610328198307285905,S258
77783,740001286,150785195612294431,S258
48020,240004477,445303197209191869,G586
86232,240004477,420104193701236327,G586
8675,240004477,451401199304077028,G586
51324,240004477,140927198009165992,G586
55128,240004477,350627198006298135,G586
48020,540001451,445303197209191869,R848
91419,540001451,370105196402206051,R848
56475,540001451,340506196607144221,R848
55735,540001451,130431193703248563,R848
89861,540001451,130625195904113828,R848
48020,240007269,445303197209191869,E176
91868,240007269,211204193701182370,E176
26919,240007269,621101194306214535,E176
32135,240007269,360825199301054365,E176
65847,240007269,341000195307065733,E176
79091,840006577,231025195803247810,N437
95387,840006577,220500193607232396,N437
9471,840006577,42102319951110697X,N437
32324,840006577,152528194508047157,N437
14796,840006577,510700199104286533,N437
79091,340007148,231025195803247810,Z131
18679,340007148,430581199106072675,Z131
94054,340007148,140424194603244242,Z131
46307,340007148,210604195007221317,Z131
98095,340007148,210711195111230802,Z131
74282,140002488,440801199306110601,C715
63631,140002488,422823198209080633,C715
150,140002488,370681195909284568,C715
93553,140002488,620101200103047455,C715
48180,140002488,532924198309034543,C715
74282,340001371,440801199306110601,N069
38834,340001371,513432195102054308,N069
8759,340001371,411522194408093476,N069
12517,340001371,610802199307258876,N069
49539,340001371,532531198312090943,N069
68311,740009770,340506195512242748,D747
38447,740009770,350205199203181352,D747
41714,740009770,621201199212066015,D747
36322,740009770,422800193603102397,D747
58022,740009770,340203199911060434,D747
1732,640000718,53312219790616360X,G411
82443,640000718,23060319820530689X,G411
36471,640000718,610627194307155336,G411
97353,640000718,130426198702234575,G411
73060,640000718,150703196307083291,G411
1732,440008488,53312219790616360X,K727
97753,440008488,542426193607181941,K727
43192,440008488,130803199502018677,K727
83142,440008488,513425199908073692,K727
69509,440008488,410200196707035114,K727
9835,740005460,370683195807217535,A004
32714,740005460,630100196503244315,A004
24022,740005460,450923193310199176,A004
25505,740005460,131121195406132645,A004
84323,740005460,13112819820422921X,A004
9835,440000723,370683195807217535,Z371
28444,440000723,321000194506152997,Z371
94985,440000723,450902198908155160,Z371
79472,440000723,340103196008127664,Z371
75050,440000723,330329194508289639,Z371
57205,940000531,130581195201274161,E919
83541,940000531,341501197112156064,E919
77021,940000531,440115194309152978,E919
14598,940000531,37030519491018070X,E919
31908,940000531,210604197812286016,E919
57205,440008604,130581195201274161,S846
98342,440008604,441501196208267745,S846
98861,440008604,141081194708086769,S846
12517,440008604,610802199307258876,S846
31009,440008604,340621195903099992,S846
51905,140001120,61011419490124181X,L945
85260,140001120,230811196407073678,L945
31366,140001120,220112197904150225,L945
82326,140001120,330324194204301369,L945
76619,140001120,410404199612269495,L945
51905,140001687,61011419490124181X,Z262
5103,140001687,210727193106284728,Z262
19200,140001687,610502199110216481,Z262
99994,140001687,542127199306162584,Z262
96203,140001687,141033198608181141,Z262
51905,640007295,61011419490124181X,T452
91511,640007295,341002194012226024,T452
95775,640007295,621126199502046495,T452
45305,640007295,410181196204068830,T452
69016,640007295,130530194810285611,T452
66964,940009930,222426194811121081,N997
76991,940009930,422827198110123176,N997
78085,940009930,120200195001152593,N997
241,940009930,320114196911136079,N997
16967,940009930,350825198707206721,N997
66964,540006655,222426194811121081,G146
15572,540006655,451027195002159857,G146
42040,540006655,53290019540918603X,G146
74684,540006655,611002197709100818,G146
41350,540006655,43041219720920010X,G146
69444,940002263,431281194206097783,R058
22460,940002263,620302197303259770,R058
241,940002263,320114196911136079,R058
57715,940002263,211282199501248642,R058
17639,940002263,542100194305045711,R058
69444,240000711,431281194206097783,N610
88981,240000711,620524195604125389,N610
56399,240000711,450323195206307794,N610
8663,240000711,511503194708097297,N610
88532,240000711,420503195612305313,N610
85552,440004887,532626197003281535,L988
94982,440004887,131102196204056969,L988
21778,440004887,632701196601014645,L988
64763,440004887,420581198806045049,L988
36841,440004887,350783199611192874,L988
85552,240004015,532626197003281535,E320
67289,240004015,620524198707205553,E320
78673,240004015,130108197704232289,E320
94136,240004015,410882196008121715,E320
34241,240004015,522327193503269639,E320
85552,640004156,532626197003281535,A355
88635,640004156,310200194312260998,A355
69820,640004156,430102194203201360,A355
75050,640004156,330329194508289639,A355
32410,640004156,532322197506137090,A355
31239,340003530,540126193909111481,A899
52696,340003530,130632196206017546,A899
2718,340003530,341502199112132869,A899
16609,340003530,130524199806142947,A899
98309,340003530,411325195310247812,A899
31239,140000454,540126193909111481,K679
77320,140000454,441403199509020341,K679
44422,140000454,710000194905045007,K679
71211,140000454,421200195912033300,K679
84950,140000454,421303193404074742,K679
31239,540002061,540126193909111481,H920
2100,540002061,230803196411109071,H920
84935,540002061,230110196604048696,H920
76886,540002061,152921196412095927,H920
46505,540002061,510781196611164009,H920
26402,240000417,431301195308240534,N903
29109,240000417,500229194512023629,N903
38447,240000417,350205199203181352,N903
32324,240000417,152528194508047157,N903
6795,240000417,530924195003046511,N903
26402,240009954,431301195308240534,Z661
18628,240009954,511900195407214813,Z661
58910,240009954,542521198108089995,Z661
66577,240009954,420504200002073009,Z661
68594,240009954,371326196512195406,Z661
26402,240007798,431301195308240534,Y708
45186,240007798,532503197610084429,Y708
93130,240007798,13060119370628401X,Y708
67663,240007798,220211197505208097,Y708
63474,240007798,442000200004033759,Y708
67752,140009690,341621195812046933,Z193
91868,140009690,211204193701182370,Z193
51174,140009690,630221198012215647,Z193
94136,140009690,410882196008121715,Z193
48180,140009690,532924198309034543,Z193
91654,540001041,341000195903067831,C887
42048,540001041,210100195904230966,C887
77272,540001041,230500196806048802,C887
65581,540001041,451300199112299767,C887
95466,540001041,230708193601211299,C887
91654,540003075,341000195903067831,Y511
94224,540003075,450401194408232260,Y511
44053,540003075,610828197102087481,Y511
4819,540003075,530111198304014378,Y511
7767,540003075,130629198912312068,Y511
17202,840000908,410403200009299998,H284
77877,840000908,210400197104229989,H284
41989,840000908,510504197608072235,H284
88485,840000908,511623198812157332,H284
46929,840000908,211221198508184672,H284
17202,740008568,410403200009299998,D007
95518,740008568,210804194710016768,D007
32984,740008568,610327199703312600,D007
36434,740008568,320707200012024581,D007
54834,740008568,510822194311088098,D007
17202,440005435,410403200009299998,R386
72791,440005435,53042219911130511X,R386
32338,440005435,430225194212068274,R386
48016,440005435,371521199204052799,R386
2291,440005435,320982198406140340,R386
17202,240005369,410403200009299998,T982
67381,240005369,130722194607145219,T982
84950,240005369,421303193404074742,T982
33937,240005369,431201198407100527,T982
94360,240005369,513223197110045243,T982
81196,840006160,513435197509048469,A942
5500,840006160,654226199510012942,A942
91210,840006160,210521195911022675,A942
21706,840006160,130105199308114176,A942
79810,840006160,511526193907147218,A942
81196,340007268,513435197509048469,N494
65786,340007268,231124194902062277,N494
7673,340007268,330206193307282305,N494
9742,340007268,230405194011309164,N494
52364,340007268,350782199204297867,N494
81196,240006202,513435197509048469,H311
21918,240006202,620400198409149067,H311
76277,240006202,513425196707065414,H311
95871,240006202,610600195002082935,H311
53790,240006202,130000196406251544,H311
81196,540002045,513435197509048469,H960
19492,540002045,410105195905285829,H960
35704,540002045,360730198505098571,H960
7453,540002045,440300195303171474,H960
21618,540002045,320412193711201681,H960
28411,740004086,220523199107082020,A104
26704,740004086,430700193512125117,A104
78187,740004086,360823198512040708,A104
77007,740004086,420200193108144181,A104
48926,740004086,130535198512046727,A104
28411,240007741,220523199107082020,L649
36438,240007741,520502193304282023,L649
37570,240007741,621000193012092716,L649
85491,240007741,340124197209109151,L649
95938,240007741,542429195310033903,L649
37723,640000216,130636198904282755,K334
44008,640000216,210905195302218367,K334
68540,640000216,41152619841021631X,K334
32516,640000216,532601199401119674,K334
44658,640000216,610304194710270747,K334
37723,240004937,130636198904282755,L315
59990,240004937,130321194609266518,L315
43582,240004937,51050119480707373X,L315
1921,240004937,530502200104049141,L315
54161,240004937,610115198310104519,L315
37723,740003768,130636198904282755,N809
99651,740003768,542132196809269997,N809
24646,740003768,511423197207279213,N809
29490,740003768,370285193208300152,N809
35790,740003768,210600199407175535,N809
37723,940002699,130636198904282755,A723
26704,940002699,430700193512125117,A723
15645,940002699,62290119790731736X,A723
87849,940002699,441781198306208775,A723
723,940002699,621125199308078964,A723
64540,340006109,140123197910287972,S144
13068,340006109,621026196810319011,S144
98763,340006109,469029198905197024,S144
33893,340006109,610125197509099671,S144
68472,340006109,451031194910264054,S144
64540,340004578,140123197910287972,A513
73447,340004578,150821195502113904,A513
28637,340004578,532926193602164064,A513
82375,340004578,530300193908137546,A513
68054,340004578,36060119350802632X,A513
68778,140000353,620105194511167189,Y390
53138,140000353,520382193304078891,Y390
58995,140000353,340122196701241237,Y390
72491,140000353,320203193401257076,Y390
33937,140000353,431201198407100527,Y390
68778,240005143,620105194511167189,E651
18207,240005143,320322195707047032,E651
82443,240005143,23060319820530689X,E651
33520,240005143,350723197101015450,E651
67835,240005143,610581197709066770,E651
34822,540000845,513431198302275989,E170
79814,540000845,52040019641026289X,E170
68261,540000845,340223198804072107,E170
41853,540000845,410523193307186105,E170
6536,540000845,331000195710011709,E170
34822,940008261,513431198302275989,A015
75023,940008261,32100219710506735X,A015
95862,940008261,522625193611300692,A015
62376,940008261,52273119960405362X,A015
79078,940008261,43038219640302871X,A015
34822,740005059,513431198302275989,S803
96988,740005059,230781199810011896,S803
33228,740005059,62122519650408794X,S803
96977,740005059,350581196012266248,S803
84819,740005059,610725194205246942,S803
34822,940009242,513431198302275989,G420
59815,940009242,611025196510170501,G420
87370,940009242,610402199810143038,G420
74187,940009242,540000200101289766,G420
17651,940009242,141122199606203627,G420
18571,140000688,341500193808062926,A657
62143,140000688,530601198112170581,A657
82443,140000688,23060319820530689X,A657
5427,140000688,441702193007262351,A657
72722,140000688,150302197903134215,A657
18571,840002434,341500193808062926,N118
54749,840002434,430304196208249788,N118
23637,840002434,371121199809049144,N118
17639,840002434,542100194305045711,N118
76636,840002434,420325194710192183,N118
26558,440000089,530524198011243787,H056
22195,440000089,632324193104302098,H056
79810,440000089,511526193907147218,H056
41077,440000089,652822196104152247,H056
34785,440000089,230109195311101596,H056
26558,840000036,530524198011243787,D351
35704,840000036,360730198505098571,D351
38213,840000036,450200198107121613,D351
67052,840000036,371702194903104016,D351
92715,840000036,140881200106284013,D351
26558,940009932,530524198011243787,R711
8931,940009932,610702200001240665,R711
62441,940009932,51082219450707742X,R711
24884,940009932,650105193707111030,R711
18462,940009932,540235195910159977,R711
26558,740002436,530524198011243787,S603
54503,740002436,62060019531021994X,S603
31520,740002436,320582198810247228,S603
22934,740002436,210900194306074659,S603
64433,740002436,360826197105247378,S603
65786,240001348,231124194902062277,E753
36983,240001348,511402194602259241,E753
49823,240001348,36092519610903397X,E753
2517,240001348,13112319380611110X,E753
8932,240001348,431302197801288203,E753
42286,840004813,231001198301101910,K752
44008,840004813,210905195302218367,K752
8624,840004813,520122195008067874,K752
19909,840004813,320405200006012489,K752
14345,840004813,450502198905015582,K752
42286,740005782,231001198301101910,T274
21066,740005782,310112197501125721,T274
11340,740005782,469028197007201609,T274
86024,740005782,341523196410253421,T274
22270,740005782,410621198703075971,T274
42286,240000980,231001198301101910,Z105
73510,240000980,532801193311305389,Z105
25505,240000980,131121195406132645,Z105
45061,240000980,510723193804069721,Z105
59710,240000980,632621195510174446,Z105
3915,840003732,513300198509171829,K069
24022,840003732,450923193310199176,K069
58504,840003732,330000199308069117,K069
59623,840003732,361002196010308213,K069
9455,840003732,140524197305204022,K069
77877,340006622,210400197104229989,Z884
43025,340006622,511402199405306697,Z884
6387,340006622,450203195907111961,Z884
76304,340006622,65312419840229116X,Z884
77451,340006622,610631194708092879,Z884
77877,140002328,210400197104229989,N495
5231,140002328,410411198207294282,N495
73594,140002328,130804197403316182,N495
12137,140002328,131181194012194394,N495
8221,140002328,430102198310269166,N495
84453,440006484,350503198003034517,D844
37126,440006484,420113194311089799,D844
83927,440006484,330801197202127084,D844
43292,440006484,320623200112289514,D844
37184,440006484,371427199211052730,D844
84453,940006371,350503198003034517,T325
16130,940006371,620200194507015557,T325
61020,940006371,511323197006105780,T325
99007,940006371,420117198802048143,T325
52089,940006371,130636195211247355,T325
84453,440008364,350503198003034517,L418
62143,440008364,530601198112170581,L418
94874,440008364,230129198103165084,L418
45454,440008364,621125197112184221,L418
76041,440008364,450300195509141942,L418
88068,440001695,421001197712180562,T476
36624,440001695,130705195103301749,T476
38834,440001695,513432195102054308,T476
25359,440001695,411122199007245126,T476
98968,440001695,350821195802038552,T476
43196,540001740,350322199012294065,D363
12429,540001740,140525193607067877,D363
22523,540001740,360421197304010249,D363
91079,540001740,371083196305074688,D363
62521,540001740,469021193408128956,D363
43196,340006185,350322199012294065,H496
1368,340006185,520621193001258098,H496
24884,340006185,650105193707111030,H496
13907,340006185,441225199202166175,H496
14583,340006185,450330196201296449,H496
43196,740001095,350322199012294065,E384
8365,740001095,542429198003275033,E384
61312,740001095,632823195909272025,E384
77959,740001095,130729197607298029,E384
2841,740001095,542623194907199429,E384
43196,240005704,350322199012294065,D267
99077,240005704,140729195302182829,D267
46705,240005704,230707194605176935,D267
25737,240005704,620700196603071360,D267
92546,240005704,14090019600918887X,D267
16223,340009572,411322195902276300,G462
96654,340009572,513432198406198953,G462
27436,340009572,650204195707312586,G462
46947,340009572,500113199307035264,G462
38289,340009572,469029197606014748,G462
16223,240002127,411322195902276300,Z336
79961,240002127,620524199402277040,Z336
65243,240002127,220281198402176700,Z336
52336,240002127,513330196010012107,Z336
85580,240002127,35060319331030919X,Z336
34273,140002948,350681193302128494,L990
14680,140002948,320703198411011002,L990
74287,140002948,360728193802128285,L990
2993,140002948,140202193611148505,L990
44865,140002948,370829195312205033,L990
34273,440000338,350681193302128494,L118
95255,440000338,230304198902034164,L118
94136,440000338,410882196008121715,L118
38170,440000338,445122200012116526,L118
34241,440000338,522327193503269639,L118
34273,140005777,350681193302128494,Y671
35960,140005777,130682197708067381,Y671
25852,140005777,360105197207194422,Y671
1499,140005777,451400199806117484,Y671
69514,140005777,522730198303022108,Y671
92645,440002782,13092419891111104X,A398
48617,440002782,532622195607110310,A398
27292,440002782,533300194106195581,A398
84752,440002782,360723198701230986,A398
63732,440002782,510403196508149921,A398
92645,640006789,13092419891111104X,S106
52021,640006789,654223199307224713,S106
63474,640006789,442000200004033759,S106
7325,640006789,622900195001203977,S106
33617,640006789,330683199811095295,S106
1782,640008761,130208193210152219,D380
15481,640008761,340523197011244898,D380
52250,640008761,511623193610182940,D380
61759,640008761,230722198911271588,D380
45732,640008761,630102194508230223,D380
1782,140000578,130208193210152219,H918
25637,140000578,340321198207293190,H918
63631,140000578,422823198209080633,H918
36349,140000578,44180319750318644X,H918
62239,140000578,140800195605106738,H918
83378,340002934,130304193005152228,K635
27945,340002934,65292619981111958X,K635
39689,340002934,340402199203145132,K635
49075,340002934,230281196410255209,K635
45265,340002934,411621196107170210,K635
63685,440002512,230828194209022632,A391
91367,440002512,640201197603036423,A391
98497,440002512,330382199509080401,A391
93970,440002512,450200194901214261,A391
54385,440002512,510600193104191822,A391
69367,540000916,640100198212307436,K349
38834,540000916,513432195102054308,K349
95658,540000916,460200193402163970,K349
79951,540000916,330782195506177359,K349
34202,540000916,421224194604230739,K349
69367,340007785,640100198212307436,Y076
29285,340007785,361124195901031288,Y076
76041,340007785,450300195509141942,Y076
52970,340007785,140700193305086929,Y076
86029,340007785,360427193205151097,Y076
5760,840007033,653200198409231770,Z422
87627,840007033,430407199106177216,Z422
47282,840007033,120223198003140017,Z422
9471,840007033,42102319951110697X,Z422
72266,840007033,500115197306253095,Z422
32028,140009229,210881198606305851,S422
11340,140009229,469028197007201609,S422
94389,140009229,420982198501305450,S422
63162,140009229,210200199508083515,S422
88423,140009229,520524199002083999,S422
32028,340007519,210881198606305851,H181
22421,340007519,632624193612158391,H181
75459,340007519,520300194402049365,H181
42757,340007519,341300195711104489,H181
34785,340007519,230109195311101596,H181
32028,740005969,210881198606305851,G049
95515,740005969,620702194907033033,G049
99804,740005969,45012319780710064X,G049
75579,740005969,150981198708089706,G049
11570,740005969,654223199201030646,G049
32028,240009095,210881198606305851,Z789
49336,240009095,361001198806118282,Z789
37290,240009095,410700194408014485,Z789
9329,240009095,623001197711214790,Z789
29821,240009095,450921198206220246,Z789
91868,240007463,211204193701182370,T446
5646,240007463,360102195711067002,T446
35704,240007463,360730198505098571,T446
1282,240007463,130725200103076659,T446
9898,240007463,411525198104259542,T446
91868,540000166,211204193701182370,Y581
21969,540000166,140981197502227732,Y581
78673,540000166,130108197704232289,Y581
46373,540000166,350625194903181251,Y581
75110,540000166,14092419300602413X,Y581
51368,440007061,540226196102096160,A008
667,440007061,140926198709021379,A008
45730,440007061,654322196709243541,A008
11271,440007061,510300198105112766,A008
4316,440007061,522627199305093023,A008
29109,540009962,500229194512023629,Z929
5852,540009962,450323199907271681,Z929
75023,540009962,32100219710506735X,Z929
37184,540009962,371427199211052730,Z929
28687,540009962,371202195211082853,Z929
29109,840002784,500229194512023629,E592
7443,840002784,341023196405192268,E592
34766,840002784,340603194101261540,E592
84197,840002784,530629194910127578,E592
78983,840002784,530426198603058523,E592
67462,240006888,421100193505023311,A446
8283,240006888,130321195408284407,A446
49520,240006888,321101199502202453,A446
11770,240006888,361129195509043497,A446
8511,240006888,34132419490618629X,A446
52696,840001036,130632196206017546,N557
44126,840001036,22011319510209218X,N557
82375,840001036,530300193908137546,N557
58997,840001036,65302319740526331X,N557
58613,840001036,621228194107072365,N557
52696,140007694,130632196206017546,T837
91749,140007694,51070419450821351X,T837
38368,140007694,522634195903231321,T837
22835,140007694,150121197401224091,T837
27369,140007694,610500199508093087,T837
52696,940001436,130632196206017546,C592
12015,940001436,230123196709257891,C592
8965,940001436,630101194206054299,C592
87717,940001436,220284193604199149,C592
25362,940001436,513432198612019784,C592
98173,540005286,520203196603107464,Z678
34721,540005286,320901199608041531,Z678
88485,540005286,511623198812157332,Z678
87490,540005286,420302193005283005,Z678
29659,540005286,450922195306275773,Z678
48182,740001797,210921196707187014,L767
62819,740001797,210402194110176878,L767
19671,740001797,500243193304134597,L767
83240,740001797,429021195905021780,L767
18554,740001797,431302196702013883,L767
48182,540003255,210921196707187014,T156
87881,540003255,421181193602211195,T156
34737,540003255,511603197512085808,T156
34211,540003255,441223194803170318,T156
31009,540003255,340621195903099992,T156
48182,240008274,210921196707187014,L591
53791,240008274,632522196202278898,L591
85993,240008274,653022199712015626,L591
47159,240008274,230600194102010300,L591
48926,240008274,130535198512046727,L591
38543,140007459,350626194302011878,T576
47228,140007459,230705194406287162,T576
9950,140007459,141124194107267909,T576
18031,140007459,440500197504265899,T576
58740,140007459,360923198611202923,T576
38543,940003177,350626194302011878,T222
69236,940003177,130632196301166793,T222
23409,940003177,13082319780910885X,T222
94743,940003177,130628195410018934,T222
17542,940003177,610902197809080533,T222
58420,440009233,140929197608196596,G696
79340,440009233,130502194212287291,G696
98968,440009233,350821195802038552,G696
63912,440009233,350625194106152300,G696
27084,440009233,620402195402093266,G696
18207,140008345,320322195707047032,T386
35221,140008345,220721199011154243,T386
11784,140008345,21052219940129259X,T386
45730,140008345,654322196709243541,T386
38556,140008345,130921199104027373,T386
18207,640000177,320322195707047032,L235
13311,640000177,410726198303057130,L235
11482,640000177,510504198710199181,L235
53269,640000177,341881193006246365,L235
41327,640000177,610423200001039908,L235
13137,840007175,411221197403200640,C683
48730,840007175,460000197002167072,C683
68711,840007175,230828193503255934,C683
27601,840007175,430301196902067328,C683
17656,840007175,15020019500211659X,C683
13137,440002132,411221197403200640,A882
42757,440002132,341300195711104489,A882
27264,440002132,330822195608271660,A882
4639,440002132,430611199411150146,A882
92683,440002132,421221193710108880,A882
13137,440008224,411221197403200640,S728
42575,440008224,429004195602263655,S728
21506,440008224,511001193703124124,S728
61735,440008224,610524193704192633,S728
95466,440008224,230708193601211299,S728
82578,140004812,411222198005154934,Z610
25551,140004812,441200199108193866,Z610
47851,140004812,469025196205045965,Z610
76329,140004812,340208196101139165,Z610
35728,140004812,542400196609071228,Z610
25493,640009903,42110019520925152X,H746
25068,640009903,510503194903215040,H746
82159,640009903,421201199107035711,H746
71385,640009903,310104199305040762,H746
82010,640009903,511111199311018109,H746
25493,540008857,42110019520925152X,N630
77320,540008857,441403199509020341,N630
17586,540008857,445322193207033331,N630
4819,540008857,530111198304014378,N630
66953,540008857,430528195311042977,N630
62143,640002391,530601198112170581,D187
34102,640002391,42112519510801125X,D187
26132,640002391,410928194310260394,D187
91210,640002391,210521195911022675,D187
9518,640002391,150423195510172980,D187
62143,440004206,530601198112170581,A198
77006,440004206,350784193109143697,A198
26392,440004206,150602198609099237,A198
8675,440004206,451401199304077028,A198
59753,440004206,530325196103088127,A198
44019,540002555,52062419511004699X,A658
81189,540002555,220402194712119880,A658
35790,540002555,210600199407175535,A658
7325,540002555,622900195001203977,A658
99656,540002555,420802196410196694,A658
72759,240004940,653131200108306993,A070
98027,240004940,430703199303066655,A070
1512,240004940,513332194608032392,A070
85238,240004940,411100195205041275,A070
85580,240004940,35060319331030919X,A070
72759,840003943,653131200108306993,N863
17764,840003943,620821193709049595,N863
49539,840003943,532531198312090943,N863
48525,840003943,35040219870124160X,N863
77451,840003943,610631194708092879,N863
72759,840005330,653131200108306993,Y477
37967,840005330,65302219420429980X,Y477
61133,840005330,320826194304126500,Y477
6546,840005330,370282194111251417,Y477
79516,840005330,440604193101247541,Y477
72759,840008408,653131200108306993,C876
53189,840008408,130402198112084895,C876
81926,840008408,532530195807139665,C876
64821,840008408,320200194403035827,C876
1499,840008408,451400199806117484,C876
2718,140004950,341502199112132869,Z446
93946,140004950,510108194105014711,Z446
26392,140004950,150602198609099237,Z446
33185,140004950,450102193307160590,Z446
77886,140004950,310112195207079606,Z446
2718,840002047,341502199112132869,Y019
47092,840002047,120113197803088779,Y019
18679,840002047,430581199106072675,Y019
78479,840002047,420902197509210775,Y019
63027,840002047,370521196402190012,Y019
14862,540003244,51343219570531835X,E482
51795,540003244,230715194108049310,E482
9395,540003244,321182193612160312,E482
32887,540003244,150627196405068090,E482
6292,540003244,520401196702128189,E482
14862,840000383,51343219570531835X,C232
83026,840000383,210921196506089776,C232
88135,840000383,451425199208302193,C232
44003,840000383,430600196509211821,C232
98888,840000383,510824197012288846,C232
14862,340003108,51343219570531835X,Z201
53966,340003108,360703195301120877,Z201
12020,340003108,445301199712066471,Z201
26756,340003108,533421193611278161,Z201
36897,340003108,130433193504239181,Z201
33020,640002774,211202194607120394,D794
96988,640002774,230781199810011896,D794
85625,640002774,410183195805175445,D794
41350,640002774,43041219720920010X,D794
63860,640002774,420116199803033769,D794
33020,440004225,211202194607120394,G648
12877,440004225,532930193803318132,G648
56665,440004225,469026195802013576,G648
14517,440004225,371601193809212946,G648
86206,440004225,21142119371103191X,G648
33020,740008866,211202194607120394,Z082
54207,740008866,320703193412304058,Z082
28469,740008866,231025194103031571,Z082
8263,740008866,640381193512258329,Z082
81438,740008866,440514194401077873,Z082
33020,340001840,211202194607120394,L288
14345,340001840,450502198905015582,L288
39644,340001840,420304193506274281,L288
411,340001840,140212199810178221,L288
58669,340001840,51342419930329949X,L288
15481,840000451,340523197011244898,S801
99077,840000451,140729195302182829,S801
86340,840000451,341723196211244048,S801
47806,840000451,140203194201026178,S801
92248,840000451,610628199908276300,S801
96377,940006019,510724195106306641,N152
32338,940006019,430225194212068274,N152
8759,940006019,411522194408093476,N152
79479,940006019,330921195308031306,N152
41293,940006019,330784194906207842,N152
95515,340000952,620702194907033033,Y898
98266,340000952,510801195910207856,Y898
93184,340000952,371425199906142027,Y898
75857,340000952,360702197102243631,Y898
87195,340000952,371727195507011661,Y898
74533,940002036,659003199504266347,R405
86232,940002036,420104193701236327,R405
91425,940002036,140622193603030774,R405
52336,940002036,513330196010012107,R405
26874,940002036,34010319510401987X,R405
74533,340000493,659003199504266347,S063
85491,340000493,340124197209109151,S063
41269,340000493,140222199709182798,S063
23798,340000493,469000198810090512,S063
85660,340000493,130281196503260185,S063
73079,940006965,211281197604263495,E024
28444,940006965,321000194506152997,E024
3770,940006965,450303198001087773,E024
39745,940006965,53012419761110352X,E024
752,940006965,500108197908037628,E024
46606,740004046,410621198308031872,Y167
62774,740004046,152531198810032868,Y167
26132,740004046,410928194310260394,Y167
61583,740004046,62052319671201959X,Y167
66839,740004046,511902195601127150,Y167
46606,940003956,410621198308031872,D914
32896,940003956,421221196701032232,D914
52364,940003956,350782199204297867,D914
73164,940003956,510521195310242374,D914
68594,940003956,371326196512195406,D914
46606,540003402,410621198308031872,A508
26245,540003402,430721199410205609,A508
46100,540003402,510504193906049932,A508
51000,540003402,230524198204095978,A508
52970,540003402,140700193305086929,A508
46606,840003286,410621198308031872,R194
74684,840003286,611002197709100818,R194
25852,840003286,360105197207194422,R194
44865,840003286,370829195312205033,R194
99656,840003286,420802196410196694,R194
22421,740000682,632624193612158391,S409
61443,740000682,65282319650519708X,S409
26539,740000682,440781196401064618,S409
48329,740000682,510321200003133453,S409
411,740000682,140212199810178221,S409
22421,940001977,632624193612158391,E742
94632,940001977,610922199801133842,E742
34826,940001977,610826193112146472,E742
32135,940001977,360825199301054365,E742
41714,940001977,621201199212066015,E742
22421,940007817,632624193612158391,T119
25725,940007817,341621198106304599,T119
21034,940007817,510823200106037851,T119
2126,940007817,430702193411125313,T119
79417,940007817,361024196811288257,T119
22421,540006032,632624193612158391,A457
77,540006032,530425194209170600,A457
52603,540006032,530621195912013869,A457
95914,540006032,533300193706053160,A457
88083,540006032,330185195112128796,A457
97027,140009433,150700198204250405,H198
25053,140009433,13032419890814485X,H198
45782,140009433,370501194412183823,H198
86398,140009433,350122194609190361,H198
32288,140009433,431121194612115041,H198
97027,840003297,150700198204250405,Y607
86328,840003297,500223193612207369,Y607
47438,840003297,620122194006138455,Y607
53107,840003297,430900194803149990,Y607
91524,840003297,511923196708248207,Y607
26704,340001336,430700193512125117,Y093
11482,340001336,510504198710199181,Y093
34592,340001336,140829193407179550,Y093
97197,340001336,520302197410247683,Y093
92248,340001336,610628199908276300,Y093
26704,940004268,430700193512125117,D657
49905,940004268,419001199603084293,D657
19795,940004268,511381197311023937,D657
78611,940004268,32108419991025408X,D657
79621,940004268,513222197409158537,D657
26935,540000226,37070419370102455X,A872
92261,540000226,522324194703057388,A872
44573,540000226,54022219360813898X,A872
17656,540000226,15020019500211659X,A872
67825,540000226,431322196811013060,A872
88552,940002970,360430194905167842,H507
59256,940002970,620521200103260069,H507
27292,940002970,533300194106195581,H507
79780,940002970,36050119830328500X,H507
58924,940002970,510823194203118516,H507
23032,440002341,533421197501274475,N122
19152,440002341,533103199711121127,N122
89259,440002341,340703193802041728,N122
63703,440002341,510923193312124211,N122
77783,440002341,150785195612294431,N122
23032,440006539,533421197501274475,K634
15130,440006539,500101194612287056,K634
83781,440006539,51190119380521754X,K634
