jid,sfzh,xm,gj,address
73717,14093019871029482X,魏丽娟,约旦,江苏省潜江市山亭宁德街o座
43718,451029195001021752,黄帆,哥伦比亚,福建省柳市沈河沈阳街a座
93719,361121196504013663,彭金凤,拉脱维亚,上海市邯郸县高港杨路B座
83720,141130193807212207,张倩,瑞典,上海市燕县徐汇陈街j座
13721,350722196706258235,郑红,贝宁,内蒙古自治区西宁县大兴袁街s座
83722,411001196701181176,黄秀英,不丹,北京市马鞍山县门头沟六盘水街g座
23723,530600197406138244,孙建,索马里,福建省颖市淄川六安路p座
33724,511323197809285340,陈欣,斯洛伐克,澳门特别行政区柳州县友好广州路q座
63725,411100196312093489,顾伟,博茨瓦纳,陕西省英市朝阳郑街r座
93726,14102420000430452X,连建,阿尔巴尼亚,上海市玉县沙湾杭州街M座
53727,441821193307090939,卢晶,马绍尔群岛,河南省畅县南溪兴安盟街B座
43728,511300193503097301,蒙云,苏丹,黑龙江省婷市城北董路t座
13729,350724197209281108,何利,法属波里尼西亚,广东省潜江市孝南兰街t座
93730,370785199101162567,蒋丽丽,以色列,安徽省长春市龙潭阎路k座
13731,340207198703074816,薛欢,塞浦路斯,四川省齐齐哈尔县安次万街I座
63732,510403196508149921,谢丽娟,威克岛,西藏自治区飞县闵行拉萨路C座
23733,441400199203065812,刘娟,马约特岛,山东省丽市怀柔林街P座
33734,51340119301009670X,吴桂兰,叙利亚,云南省济南县牧野何路X座
83735,620102198812083316,贾帅,冰岛,广东省西宁县锡山陈路J座
53736,231005197606057069,韩玲,阿富汗,青海省丽县沈北新贾街Q座
83737,230901197101189608,刘雪梅,赤道几内亚,甘肃省杰市沙湾海口路q座
33738,42130119980925448X,陈桂芳,加蓬,吉林省杭州县清城西安街I座
33739,130133195801166276,何艳,安道尔,澳门特别行政区慧县淄川李街c座
63740,513336196005236606,曾冬梅,科科斯岛,北京市潮州市南长陈街X座
63741,130702196106140448,张桂珍,新加坡,河南省帆市璧山北京街k座
43742,15020419740901248X,马淑兰,厄瓜多尔,云南省宁德市翔安武街G座
13743,37072419410909943X,李莉,也门,陕西省福州县丰都唐路P座
23744,210303196301147834,杨小红,埃塞俄比亚,重庆市杨县西夏巢湖路r座
13745,532327195609096677,陈荣,西萨摩亚,四川省南京市徐汇吴路Z座
53746,411100196508243709,杜岩,利比里亚,辽宁省广州市崇文谢路b座
13747,532301195612124911,张瑜,梵蒂冈,山东省拉萨县金平梁路G座
43748,530828195910106215,刘佳,卢森堡,青海省上海县长寿吴街k座
53749,14022319871229969X,周博,沙特阿拉伯,安徽省丽娟县永川张路r座
53750,530300197104299791,李玉英,厄立特里亚,陕西省上海市清城王路S座
73751,331100198803283366,廖伟,巴林,山东省杭州县牧野徐街G座
73752,429000197511146625,张海燕,墨西哥,云南省关岭市翔安昆明路u座
33753,500223198410034781,王利,洪都拉斯,新疆维吾尔自治区银川市沈河郑州路P座
83754,320205198804178941,冉秀梅,马其顿,浙江省旭县南长翟街k座
73755,331127198610256003,李琴,瑞士,青海省健市浔阳齐齐哈尔路y座
53756,520300199108220566,谷琴,突尼斯,重庆市西宁县萧山李街J座
53757,211422197809086008,胡秀荣,多米尼克国,重庆市玉华市海港兴城街F座
43758,360601198707088729,叶帅,乌克兰,香港特别行政区玉市永川魏路q座
63759,320830194004122182,唐成,斯洛文尼亚,上海市兰英县秀英童街C座
73760,130525196402227322,陈欢,津巴布韦,上海市柳州县海港通辽路b座
93761,210124194411197965,胡林,丹麦,西藏自治区娜县金平呼和浩特路h座
33762,420624196302016550,丁慧,迪戈加西亚岛,海南省北京市南长吴路K座
73763,51150119960421660X,刘帆,委内瑞拉,江苏省潜江县普陀淮安街n座
23764,430121195310033597,陈伟,约旦,福建省太原县高港吴街m座
33765,511523195707018956,石桂芝,赞比亚,河北省成都县门头沟石路r座
13766,450225195903133109,田兰英,安圭拉岛英,贵州省金凤市江北赵路v座
83767,360402195405298546,张淑华,突尼斯,香港特别行政区长春县城东屈路j座
73768,361021193808113939,郑丽娟,黎巴嫩,内蒙古自治区杭州县璧山张路B座
93769,650203198711074696,王静,希腊,江苏省倩县江北赵街f座
93770,220781194909097154,杨云,多哥,重庆市齐齐哈尔县梁平阎路e座
53771,341822199809070428,米建华,阿鲁巴岛,广东省小红市孝南李路x座
13772,43102419840814367X,徐帅,瑞典,江苏省娜市高坪李路Q座
43773,533422196111127957,陈刚,越南,湖南省郑州市沈北新林街e座
43774,210213193703165131,段婷,挪威,陕西省潜江县永川东莞路l座
73775,140431194902086858,杨晶,保加利亚,山东省桂芝县高港呼和浩特路T座
73776,341824197706306956,王柳,泰国,青海省莹市永川刘路r座
53777,210202196410202669,刘飞,加纳,吉林省洋县兴山广州街m座
33778,371626199508256296,王建平,菲律宾,青海省北镇县西夏成都街C座
33779,430482196203293362,桑桂英,格陵兰岛,广西壮族自治区天津县淄川李街n座
33780,230225194605275875,阎丽华,孟加拉国,云南省潜江县清河郑州路R座
83781,51190119380521754X,张瑞,基里巴斯,香港特别行政区鑫市长寿叶路J座
33782,622901193304066380,张秀英,新西兰,台湾省宁德市黄浦西宁街z座
63783,231004198801084175,祖霞,博茨瓦纳,台湾省小红县大东李街Z座
23784,140522199106253055,邵小红,塔吉克斯坦,香港特别行政区济南县白云太原路u座
13785,51070119550317836X,张利,危地马拉,香港特别行政区楠县双滦顾街H座
73786,370684198305316568,胡莉,圣诞岛,新疆维吾尔自治区雪市城北南昌路d座
33787,370523195708217538,李秀云,菲律宾,辽宁省晨县长寿宜都路u座
23788,610403196003284451,张波,斐济,河北省呼和浩特市普陀阜新路Q座
73789,371200193105210258,廖彬,尼日利亚,重庆市淑华县长寿吴路n座
53790,130000196406251544,陆雪,爱沙尼亚,浙江省欢县魏都通辽路y座
53791,632522196202278898,韩伟,荷属安的列斯群岛,江西省秀英县大东覃路v座
53792,370701196604233477,卢红霞,泰国,北京市海口县永川关岭街j座
53793,13112519920315686X,宋丹丹,阿曼,山东省桂香市清城合肥路Y座
53794,370827197401109154,李欣,基里巴斯,广东省辽阳市锡山呼和浩特街L座
43795,440404193504254403,王海燕,马达加斯加,浙江省兴安盟县高坪田路s座
23796,542526194312289437,李丽丽,洪都拉斯,江西省佛山市清浦王路x座
43797,440402198802237740,曾柳,阿拉斯加,台湾省桂花市静安孙街W座
23798,469000198810090512,张佳,土耳其,北京市英县海陵梧州街J座
43799,46010619730911418X,杨岩,美国,内蒙古自治区坤市和平银川路f座
63800,440205199603059008,唐丹,圣多美和普林西比,新疆维吾尔自治区东莞市梁平潜江路k座
23801,361181198412248866,刘阳,马里亚纳群岛,香港特别行政区云县海陵王街b座
13802,451027198203254766,周鑫,刚果,吉林省桂香县兴山江路W座
93803,530522200007024968,卞淑英,菲律宾,天津市济南市城东谢路P座
93804,451031197201039675,李颖,苏丹,台湾省建市平山余街O座
73805,510801194204220653,董帆,澳大利亚,上海市璐县城北孙路e座
23806,513230198911059504,刘芳,马拉维,宁夏回族自治区雷市崇文黄路g座
43807,530822196011099652,宋秀华,英国,西藏自治区沈阳县永川袁街W座
13808,652723196811266658,刘伟,开曼群岛,湖北省岩市黄浦汕尾路J座
93809,542621197107010756,陈阳,科特迪瓦,新疆维吾尔自治区张家港县吉区余路L座
73810,140212195502040935,张帅,加蓬,山西省建市丰都杨路A座
83811,340207194209175680,梅雪,巴拉圭,江苏省欣市南长合肥路d座
83812,411600196202070611,何涛,中途岛,四川省桂花市孝南杨街F座
53813,540233199602273124,王浩,委内瑞拉,北京市拉萨县梁平潜江街N座
23814,310104197705110548,陈杨,毛里塔尼亚,澳门特别行政区红市山亭潜江街O座
13815,532530198611160036,洪健,朝鲜,山西省兴安盟市高坪郑州路Z座
93816,331001198906142698,刘琳,波多黎各,湖南省上海县花溪乌鲁木齐街U座
23817,513328193205077765,黄博,福克兰群岛,甘肃省永安市西峰杨街h座
13818,341602194511154435,余欢,福克兰群岛,广东省洋市牧野梧州路x座
33819,341000194001076259,韩波,马里,甘肃省呼和浩特县城北宜都路L座
43820,53092319480126837X,马斌,纽埃岛,辽宁省辉市梁平辽阳路N座
33821,654223196402023166,穆林,斯洛文尼亚,江苏省东莞市金平六盘水街t座
73822,440103199601113201,王秀荣,留尼汪岛,上海市瑜市西峰乌鲁木齐街v座
73823,45070219560224078X,朱敏,委内瑞拉,天津市利市海陵刘街j座
63824,130628196208249485,毕伟,多米尼克国,江西省石家庄县西峰大冶路I座
53825,532626194801262255,马龙,巴拿马,黑龙江省慧市新城杨街h座
13826,530822193112074397,王军,托克劳群岛,澳门特别行政区阜新市高港赵路k座
33827,500100195203015234,杨华,德国,江西省桂芳县友好萧街U座
93828,371321193807294094,耿林,科特迪瓦,西藏自治区洁市高明嘉禾路g座
23829,431003198010186360,孙鑫,哈萨克斯坦,山西省强县山亭戴街t座
63830,510921199712245447,王辉,以色列,广东省桂珍市沈北新邯郸路e座
73831,14072419770110098X,焦利,尼日利亚,江苏省上海县蓟州王街n座
63832,140702194011143075,赵宇,马里,宁夏回族自治区北京县秀英冯路D座
33833,41022119750916929X,顾桂花,马绍尔群岛,重庆市玉珍县大兴吴街S座
23834,22040219671205190X,刘鹏,塞内加尔,山西省辛集县山亭银川街f座
73835,410823197810311027,王磊,沙特阿拉伯,江西省合肥县沈北新罗街C座
33836,320509195707201095,焦瑜,巴基斯坦,安徽省欢县孝南合肥路X座
23837,411321197008140495,黄林,安提瓜和巴布达,湖南省南宁县门头沟六盘水街o座
13838,130803200109103950,李浩,亚美尼亚,内蒙古自治区乌鲁木齐市白云西安路Y座
53839,510422199001060998,柴楠,圣克里斯托弗和尼维斯,河南省齐齐哈尔市安次凌街z座
33840,152922196005258385,王桂香,比利时,甘肃省沈阳市南湖张街W座
93841,350582197706200877,仇建军,诺福克岛,云南省六安市萧山汪街u座
93842,411522195401090517,蓝秀珍,法属圭亚那,福建省琳县房山蔡街Z座
73843,650201195009143069,吴洋,乌拉圭,山东省拉萨县清浦香港路g座
63844,370828195410150535,周桂荣,莱索托,宁夏回族自治区宜都市沈河潮州街z座
53845,140727197802224825,周飞,迪戈加西亚岛,山西省宇市华龙曾路N座
33846,210802199503146527,胡雪梅,乌克兰,陕西省雷市普陀辽阳路R座
63847,530328199902267730,胥杨,格林纳达,广东省汕尾县蓟州齐齐哈尔路K座
93848,33082519870307289X,李东,斯洛文尼亚,甘肃省桂香市朝阳拉萨路S座
33849,500100194507167558,文欢,立陶宛,宁夏回族自治区乌鲁木齐市六枝特上海街Y座
63850,513326195503191386,高云,南非,吉林省宜都市兴山贵阳街e座
93851,330102193004209716,殷淑英,吉尔吉斯斯坦,山东省娟县璧山曹街O座
63852,230704199304193938,赖娟,中非,山西省合肥县浔阳柳州路C座
13853,652723196912241943,谭磊,土库曼斯坦,上海市兰州市房山邹路Q座
83854,350725195505277346,吴伟,阿尔及利亚,江西省丽华市淄川张路f座
63855,210604197702099340,何燕,意大利,吉林省深圳县普陀贵阳路N座
73856,120111195101102992,牛杰,索马里,海南省通辽县朝阳兰州街b座
93857,620500196608193462,姚婷,几内亚比绍,安徽省六安市城东魏街L座
33858,532503193612114646,边文,巴哈马国,江苏省南昌县高明张街p座
53859,150000193812300575,李秀梅,泰国,海南省红梅市永川南昌路V座
63860,420116199803033769,冯瑞,托克劳群岛,山西省强县涪城合山路I座
73861,130503196405256091,姜莹,吉尔吉斯斯坦,江苏省佛山县高坪袁路w座
53862,652926196805297845,祁红霞,迪戈加西亚岛,山西省丽县兴山张路R座
53863,53050019650509518X,王英,索马里,甘肃省齐齐哈尔市浔阳白路C座
53864,419001195806228113,车兰英,哈萨克斯坦,山东省慧县和平曲路f座
73865,431024194012132992,甘飞,马里,贵州省利市江北石家庄路l座
93866,230712198405175662,龙飞,贝宁,江苏省天津县上街澳门街G座
33867,542127197311069836,彭文,伊郎,浙江省兴安盟县清河辽阳街u座
13868,510626196106181967,袁凯,意大利,安徽省合山县沙市焦街R座
33869,220381196808317581,邱波,亚美尼亚,内蒙古自治区淮安市魏都刘街G座
23870,460106195701229118,冯丽娟,布基纳法索,黑龙江省北镇县怀柔福州路f座
63871,510113196105103888,叶英,瑞士,辽宁省广州市西夏成都路f座
83872,431200200007198135,安娟,墨西哥,北京市丽华县城东刘街m座
63873,350582194202124926,李杰,斯洛伐克,吉林省东莞市友好武汉街m座
93874,513424194006276360,王岩,阿拉斯加,上海市哈尔滨县江北南京路w座
93875,542225193904215338,李波,挪威,宁夏回族自治区利市南长西安街V座
13876,230110199404211130,胡浩,格林纳达,河北省阳市普陀佛山路C座
83877,430724193108089960,王洁,俄罗斯,浙江省旭县沙湾西宁路z座
93878,520330199512176059,蔡洋,芬兰,青海省宁德县花溪北京路g座
53879,411202197610127109,吴成,利比里亚,福建省健县秀英张路Z座
23880,140824195010098274,邱秀梅,马约特岛,新疆维吾尔自治区丽娟县长寿王街X座
43881,220112194411111769,李建军,马绍尔群岛,贵州省佛山县魏都樊街b座
93882,41072719570807859X,杨秀云,乌拉圭,重庆市兴城市沙湾关岭街C座
93883,532322194005212116,王玉珍,马里,青海省佛山县龙潭周路o座
73884,62100119980901791X,刘雪,阿拉斯加,澳门特别行政区郑州市安次郑街H座
53885,211121197110293262,张璐,巴拿马,湖北省重庆市平山张家港街j座
63886,330727193708123400,孙桂珍,哥伦比亚,辽宁省秀华市城东梁街d座
13887,210501197011257667,刘丽,特立尼达和多巴哥,台湾省南宁市怀柔臧路I座
83888,210282194309250773,张秀梅,伯利兹,辽宁省南宁市沙湾龙路c座
13889,231200197908140713,刘想,沙特阿拉伯,重庆市岩县丰都崔路v座
43890,152500198004266163,周丽,帕劳,陕西省西安县海陵宜都路E座
83891,420000194206081587,戴岩,突尼斯,四川省飞市沈北新范路v座
23892,530630197806206937,胡琴,巴哈马国,北京市沈阳市沙湾汕尾街b座
33893,610125197509099671,林志强,马来西亚,天津市潮州县双滦崔街Z座
43894,510303194510289179,韦桂兰,密克罗尼西亚,湖南省辽阳市海港沈阳街N座
23895,210501198110266555,郭慧,尼加拉瓜,贵州省关岭市牧野周街f座
73896,341023200004067051,王红霞,捷克,江西省梧州市华龙殷街M座
23897,411325197204233280,邱宇,圣马力诺,云南省玲市淄川阜新路t座
13898,520621194904018217,李芳,百慕大群岛,宁夏回族自治区石家庄县静安刘街n座
83899,131028194105036240,施秀兰,津巴布韦,河南省东莞市和平呼和浩特路L座
13900,450300198308309685,杨俊,马达加斯加,海南省六盘水县东丽程路c座
43901,500106195508304828,王秀梅,开曼群岛,陕西省峰市沙市邯郸街j座
93902,610625199704131709,李红,不丹,黑龙江省通辽市花溪林街p座
43903,621100196212273166,孔龙,法国,河南省永安市崇文孟路z座
13904,431222196102194684,焦敏,圭亚那,上海市哈尔滨县安次薛路i座
83905,431003194604052361,严丽华,阿拉伯联合酋长国,甘肃省丽县城东王街C座
53906,350629196109042523,蔡亮,乌克兰,内蒙古自治区关岭市大东周路z座
13907,441225199202166175,陈秀梅,维尔京群岛和圣罗克伊,上海市武汉市淄川哈尔滨路j座
43908,530825195006160361,孙想,阿塞拜疆,澳门特别行政区明县友好海门路g座
83909,513336196910152824,刘柳,波兰,福建省鹏市合川张家港街q座
93910,222403199408187003,欧玉珍,哥伦比亚,北京市哈尔滨市翔安方路P座
33911,410501197205012411,邹云,多米尼克国,北京市梧州县六枝特胡街e座
63912,350625194106152300,钟健,土耳其,重庆市涛县门头沟吴街e座
93913,640100193404089629,戴欣,桑给巴尔,辽宁省林县平山吴路L座
83914,320621199805048141,萧淑珍,瑞士,陕西省欢县友好长沙路c座
53915,500151193303043612,张峰,新加坡,山西省澳门市安次哈尔滨路R座
63916,621124193505120734,刘畅,玻利维亚,宁夏回族自治区阜新市龙潭陈街l座
13917,130925198403236213,张鑫,阿尔及利亚,江苏省莹县友好李街T座
73918,150701197807219433,刘婷,波兰,天津市乌鲁木齐市永川郭路l座
83919,410204194802062299,万晶,白俄罗斯,福建省武汉县沙市余路x座
63920,540124196302236094,谢桂香,阿根廷,台湾省敏市上街惠州路i座
43921,140729197104307191,吕丽华,巴基斯坦,甘肃省郑州市白云杜街p座
13922,620321198302097582,白玉华,伯利兹,浙江省辉市门头沟乌鲁木齐街e座
33923,131100197604067140,陈波,圣卢西亚,江苏省淑华市清城武汉街P座
53924,230183193306220595,秦成,乌干达,河北省淑兰市海陵韩路x座
33925,532800198408154763,彭艳,津巴布韦,陕西省贵阳县清城广州路h座
33926,54242719570329989X,程凯,诺福克岛,澳门特别行政区玉英市安次海门路u座
83927,330801197202127084,张勇,澳大利亚,青海省通辽县海陵合山街v座
23928,422828200105248341,叶霞,圣克里斯托弗和尼维斯,辽宁省哈尔滨县翔安北京路x座
13929,420700199003072067,侯敏,塞内加尔,江西省海口县华龙孟路C座
13930,321323199611251077,李强,法罗群岛,贵州省小红市东城徐街q座
93931,511126195204205407,杨桂兰,以色列,上海市红梅市西峰澳门路u座
43932,231001197406183567,匡成,多米尼克国,甘肃省燕县闵行济南街Q座
63933,53232519750428925X,杨建国,瑞士,澳门特别行政区玲县城东王路p座
83934,510811196607043446,王岩,所罗门群岛,内蒙古自治区宜都市海陵兴城路Y座
13935,232722194305066684,戴龙,卡塔尔,河南省涛市南湖陈路g座
63936,610825196207069761,吴斌,福克兰群岛,辽宁省浩县大兴海门路B座
33937,431201198407100527,李建平,圣卢西亚,云南省台北市南长兴安盟路O座
73938,532300193410120845,郑晨,马达加斯加,云南省哈尔滨县双滦海口街i座
73939,360602199902203340,林淑珍,乌拉圭,香港特别行政区志强县璧山巢湖路I座
33940,320722194108199533,傅俊,摩纳哥,安徽省武汉县白云汕尾路j座
63941,542430197512227508,黄燕,挪威,辽宁省博县城北巢湖街c座
13942,511001194611110205,李艳,圣马力诺,黑龙江省鹏市沈北新长春街H座
93943,411600195009017988,赵林,马耳他,云南省丹丹县闵行沈阳街n座
13944,510681196807051342,幸梅,厄立特里亚,香港特别行政区桂芝市东丽许街v座
23945,421000193504118946,梁桂花,直布罗陀,福建省帅市东丽曹街i座
93946,510108194105014711,张峰,哈萨克斯坦,黑龙江省斌市合川石路J座
83947,532532194207067432,安帅,巴拿马,湖南省琳县友好张家港路J座
23948,210503196101166302,方婷婷,韩国,云南省林市璧山惠州街d座
53949,513300194101173099,张玉珍,印度,内蒙古自治区兰英市徐汇杭州路g座
83950,431123195710092952,鞠雪,智利,陕西省海门市城北六盘水街w座
83951,34070319860515470X,孙淑珍,摩洛哥,山东省波市六枝特刘路H座
23952,510402196308149111,孔成,南非,江苏省贵阳市海陵呼和浩特街W座
73953,440700193105210877,金桂荣,叙利亚,香港特别行政区澳门市翔安潜江路P座
23954,430726196310193450,陈娟,阿根廷,西藏自治区六盘水市城东王路p座
73955,330901199311243441,吴坤,阿富汗,广东省通辽县孝南北镇街X座
23956,320324199805156882,贾桂荣,开曼群岛,内蒙古自治区文市合川台北街g座
83957,450881196209172675,余阳,加那利群岛,河北省海口县六枝特银川路k座
73958,140107197611236884,刘婷,瓦努阿图,黑龙江省玉县和平辛集路X座
33959,440203194603081015,殷海燕,莱索托,湖南省瑞县普陀熊街f座
73960,420528196011031638,贾小红,赞比亚,青海省丽华市兴山徐街V座
43961,210323195406158143,刘燕,伊拉克,黑龙江省南京市六枝特郑州街y座
53962,43011219910710673X,王帅,赞比亚,内蒙古自治区慧县普陀曹街m座
63963,630123196301126681,谢婷,摩尔多瓦,辽宁省燕县普陀乌鲁木齐街f座
23964,140925197410315195,姜红梅,加蓬,甘肃省萍市普陀李街z座
83965,350926193306203991,杜宇,尼日利亚,贵州省海燕县兴山熊路f座
53966,360703195301120877,王红霞,埃及,河北省杭州市涪城萧路c座
13967,361002194702040642,姜岩,马约特岛,广西壮族自治区太原市龙潭北京街Q座
93968,13012519801016979X,孙凤兰,坦桑尼亚,北京市志强市安次呼和浩特街r座
53969,632321194505150510,周淑华,几内亚比绍,澳门特别行政区昆明县璧山李路J座
93970,450200194901214261,董颖,马达加斯加,山东省洁市高港张街o座
13971,451224194906056970,邓莹,黎巴嫩,山西省瑜市六枝特大冶路S座
13972,131101197505024221,赖玉兰,博茨瓦纳,辽宁省亮县海陵合肥路x座
63973,652822194708053777,范雪梅,维尔京群岛,西藏自治区秀华县上街哈尔滨路q座
23974,37172719440309658X,李芳,洪都拉斯,西藏自治区柳州县黄浦赵路d座
43975,532327193607218299,张璐,安提瓜和巴布达,云南省马鞍山县永川张路c座
13976,370881194804300345,侯旭,马耳他,山东省太原市门头沟谢街G座
13977,533325196509175557,商博,巴基斯坦,重庆市磊县滨城丁街Z座
53978,532927195512188711,杜璐,加纳,台湾省合肥县崇文哈尔滨街p座
13979,211103196503293901,滕想,厄立特里亚,陕西省亮市大兴黄路I座
23980,35012119441105611X,王莹,泰国,北京市斌县双滦上海路H座
43981,620924198902057068,舒华,马拉维,澳门特别行政区华市西峰颜路s座
93982,211200198109078467,张超,印度尼西亚,天津市巢湖市南溪陈路H座
73983,513225195209255738,杨超,扎伊尔,甘肃省汕尾县吉区台北路i座
83984,320322193110286947,张桂英,博茨瓦纳,香港特别行政区齐齐哈尔市普陀兴城路t座
73985,620103199303184881,王丽华,纳米比亚,河南省瑞市花溪郑路V座
13986,511421197701268883,韩萍,毛里塔尼亚,江西省鹏市清城许路J座
73987,360122200012063810,吉波,尼泊尔,安徽省萍市金平福州路M座
13988,652301199910110089,陈琴,英国,甘肃省石家庄县南溪黄路H座
53989,211005194002245029,陈楠,肯尼亚,广东省乌鲁木齐市萧山荆门路g座
93990,341102194111059677,唐欢,瑙鲁,山东省丽丽县大兴深圳街R座
23991,410222199906151320,郑萍,日本,四川省太原市崇文姚街C座
33992,370703198409255234,宗宁,圣多美和普林西比,浙江省健县安次刘路P座
73993,53063019920802151X,廖想,巴哈马国,内蒙古自治区超市南溪刘街P座
33994,540237197710198535,杨琳,科威特,陕西省雪梅市长寿王路e座
23995,340207197609066620,张欣,伯利兹,河南省华市东城巢湖街p座
63996,370911199706265178,余秀英,埃及,海南省瑜县山亭杨路e座
93997,33032219360309366X,杨丹丹,斐济,湖南省潮州县安次六安路e座
83998,510811199409206519,黄秀英,南非,青海省阳县华龙呼和浩特路h座
23999,654024193209132047,姚琳,意大利,内蒙古自治区通辽县城东南昌路e座
34000,542623197012234696,梁燕,马来西亚,福建省北镇县西峰胡路t座
14001,131102194005279300,葛荣,新西兰,黑龙江省北京县孝南武汉街P座
14002,411222199205129981,王玉珍,科科斯岛,广东省潜江市翔安太原街D座
44003,430600196509211821,吴建军,德国,青海省天津市南溪北镇路F座
84004,370211199502191252,时兰英,安哥拉,青海省广州县龙潭柳州街c座
54005,620102199806032322,温春梅,英国,河北省东莞市大东辽阳路T座
14006,610522196210241037,李凤兰,阿拉斯加,台湾省柳州市南长叶路E座
44007,630224197310049469,张欣,巴哈马国,湖北省辛集市西峰永安街g座
44008,210905195302218367,陈帆,乍得,云南省潮州县海港覃路f座
74009,350302196708053885,连娜,挪威,澳门特别行政区成市永川杨路T座
84010,62302619590616498X,成芳,立陶宛,贵州省想市海港潜江街h座
14011,410325196303263308,周瑜,芬兰,青海省哈尔滨市平山兰州路O座
24012,340200200012023644,伍娜,巴西,新疆维吾尔自治区南京市锡山嘉禾街t座
94013,220623196210033325,张建国,古巴,天津市合肥市长寿邹路i座
64014,53082119550308427X,杨梅,特立尼达和多巴哥,福建省潜江县牧野杨路X座
84015,220183194206232313,杨桂芳,圣皮埃尔岛及密克隆岛,河南省淑英市永川齐齐哈尔路I座
54016,370201194109197978,陈桂香,东萨摩亚,湖北省兴安盟市高明王路Q座
94017,130126197704087782,蔺丹,几内亚比绍,山西省璐县蓟州西安路w座
44018,654223198911161195,刘红霞,西萨摩亚,辽宁省辛集市闵行西宁街v座
44019,52062419511004699X,张丹,赤道几内亚,河北省呼和浩特县梁平鹿路A座
94020,430626194304034707,孙林,圣多美和普林西比,重庆市倩县沈河赵路e座
14021,220284195311202518,周冬梅,巴林,澳门特别行政区海门市长寿贺路A座
24022,450923193310199176,宋军,尼日尔,湖北省斌市城东沈阳路Q座
14023,450503199101293713,廉小红,秘鲁,云南省广州县梁平通辽街x座
24024,211282200108123240,陈婷婷,巴布亚新几内亚,山西省兰州市魏都骆街O座
94025,430412196908300885,高阳,圣皮埃尔岛及密克隆岛,上海市玉梅市蓟州王路l座
44026,341301199012312718,罗瑜,突尼斯,山东省西宁县锡山沈阳路H座
64027,441581197002216914,韩芳,马里,江西省鹏县长寿太原街y座
54028,360111198806282266,宋宇,毛里求斯,湖北省桂芝县永川呼和浩特路w座
24029,450108198110258026,任兵,尼加拉瓜,陕西省瑞市东城杨街r座
44030,140426196306054786,郭秀梅,布隆迪,福建省宁市江北贵阳路J座
54031,451025194501207668,杜林,拉脱维亚,台湾省潜江市高港重庆街d座
34032,632724194610053035,李晨,秘鲁,上海市合肥市黄浦张路o座
74033,410329196001079543,张勇,老挝,上海市兵市华龙郑路v座
74034,141029197009198284,文淑华,瓦里斯和富士那群岛,安徽省武汉县锡山石家庄街D座
84035,441401198101111496,徐平,哥斯达黎加,澳门特别行政区志强县沙湾辛路Y座
94036,370503195106068808,杜桂香,新西兰,重庆市兵县门头沟澳门路T座
64037,533103200201045115,周海燕,斯里兰卡,辽宁省嘉禾县海陵乌鲁木齐路b座
84038,510000198712091681,李红,朝鲜,重庆市畅县合川彭路X座
54039,511923194601276516,朱杨,赤道几内亚,香港特别行政区桂花市清城宜都街K座
24040,513334197401048289,尚莹,佛得角,福建省秀梅县东城郭街I座
64041,350801195901043597,甘龙,瑞士,天津市梧州市孝南西安路M座
24042,510600195105076331,向红霞,叙利亚,重庆市成都市朝阳李街D座
24043,210522198108299974,刘畅,伯利兹,广西壮族自治区凯县合川杨街e座
64044,360803198101287911,贾建军,圣多美和普林西比,新疆维吾尔自治区合山县南溪大冶街p座
54045,611023194312200966,王玉梅,圣多美和普林西比,重庆市云县浔阳济南街D座
44046,411726195805248516,王俊,葡萄牙,江西省娜市城北关岭路L座
74047,620622199110121338,诸燕,泰国,福建省北镇市清河辛集街h座
84048,370901198409285415,刘刚,多哥,湖南省秀梅县淄川刘路c座
84049,51200019460216015X,计玉,列支敦士登,吉林省六盘水市海陵韩街y座
74050,150927198309151404,漆雪梅,贝宁,湖北省玉珍县孝南方路p座
84051,310200194307062508,程慧,马达加斯加,北京市西宁市江北张家港路y座
34052,320831200008027320,陈丽娟,苏丹,湖北省昆明县徐汇合山街S座
44053,610828197102087481,万涛,瓜德罗普岛,广西壮族自治区英县安次梧州街T座
94054,140424194603244242,符欣,奥地利,福建省兴安盟县江北深圳路h座
94055,150425196201279589,江利,新西兰,吉林省嘉禾市蓟州澳门街R座
74056,370701199904281124,朱凤兰,安道尔,山西省柳市永川东莞街w座
24057,341802199805101164,郝文,西萨摩亚,山西省银川县淄川黄街N座
34058,13060119680313456X,潘宁,莫桑比克,吉林省坤县静安合肥街d座
34059,130501198105225310,樊杨,芬兰,新疆维吾尔自治区慧县合川太原街P座
44060,511324197910272663,雷建国,摩洛哥,北京市芳市西峰蒋路Z座
44061,43052319380524800X,刘雪梅,托克劳群岛,浙江省瑜市六枝特澳门路H座
34062,350923193904146051,萧东,列支敦士登,香港特别行政区文县海港长沙街E座
94063,371625196304021524,杨洋,百慕大群岛,宁夏回族自治区哈尔滨县长寿成都街S座
84064,41152819310418062X,王帅,瑞士,浙江省淮安县花溪谢路m座
34065,469006198006080530,李秀英,蒙特塞拉特岛,湖北省兴安盟市海陵邓街S座
34066,510922193711025126,李秀梅,加蓬,福建省上海县吉区合肥路z座
74067,331024199603071510,谷勇,多米尼克国,广东省大冶市白云大冶路q座
24068,450423198103160119,吴桂荣,葡萄牙,安徽省倩县南溪信路l座
44069,533124194102013509,张璐,科特迪瓦,海南省军市花溪台北街C座
