start_jid,end_jid,sfzh,hbh
5833,20007008,120112198810162437,CJ277
5317,20004842,371621198210083568,CJ140
996,20004842,330522195206022315,CJ140
8828,20004842,140603197403028230,CJ140
8269,20004842,530824195009072176,CJ140
7712,20004842,421022196505183493,CJ140
5317,20004979,371621198210083568,MF303
3533,20004979,513436193910160180,MF303
8120,20004979,421303198706188684,MF303
8701,20004979,620501196207267295,MF303
9196,20004979,450602193909050097,MF303
6296,20004979,370785198805310826,MF303
9563,20004979,450921193101035084,MF303
2403,20004979,640100195002187989,MF303
1109,20004979,441803199902085311,MF303
4362,20004979,610723193301169943,MF303
5631,20006324,630000199904013014,3U339
8117,20006324,130706196903054214,3U339
4857,20006324,500118194811290511,3U339
525,20006324,500200195306026935,3U339
3389,20006324,410425194002094113,3U339
5631,20000101,630000199904013014,CZ606
3817,20000101,520101198208283573,CZ606
8750,20000101,370103196803288454,CZ606
794,20000101,130434193211292671,CZ606
5737,20000101,430611196412279837,CZ606
5631,20001097,630000199904013014,CA757
4152,20001097,622926195912283801,CA757
1932,20001097,321282197609212824,CA757
4456,20001097,350921196505129191,CA757
4385,20001097,130283195109152985,CA757
3533,20006258,513436193910160180,CZ895
1866,20006258,421081193005064515,CZ895
2034,20006258,53082119610223098X,CZ895
5244,20006258,430407194805048293,CZ895
2498,20006258,131002197312040082,CZ895
3533,20000995,513436193910160180,MU521
6949,20000995,44010519720321895X,MU521
2477,20000995,220721195512195782,MU521
7042,20000995,14062219410207858X,MU521
6632,20000995,500235194807114752,MU521
9440,20004853,230227194001305597,CZ673
2056,20004853,360122193412168299,CZ673
1844,20004853,320201197106217202,CZ673
4402,20004853,652301198806134529,CZ673
534,20004853,623000195912044091,CZ673
9440,20005791,230227194001305597,3U246
4666,20005791,450321196101030348,3U246
6338,20005791,421000197201267862,3U246
7528,20005791,540235198308295339,3U246
3301,20005791,130705197907233779,3U246
9440,20001667,230227194001305597,MF635
2556,20001667,520523193901199393,MF635
1505,20001667,620802193309199528,MF635
2048,20001667,230125197807110604,MF635
7847,20001667,520602198108194761,MF635
6476,20001667,520621194710312995,MF635
598,20001667,511524196205224785,MF635
4079,20001667,331125195111221774,MF635
5946,20001667,513428197101255153,MF635
3690,20001667,532504194004278533,MF635
5010,20002774,621000198209045094,CZ652
3980,20002774,640106194206147317,CZ652
9542,20002774,50022319350210385X,CZ652
5019,20002774,340121198110273918,CZ652
8016,20002774,520327195010242849,CZ652
5010,20007155,621000198209045094,MF598
6206,20007155,450127197211144428,MF598
4678,20007155,150627195508022517,MF598
5660,20007155,451226200002189050,MF598
4728,20007155,410503199609262259,MF598
5010,20009278,621000198209045094,MU468
3175,20009278,371525198812082300,MU468
4853,20009278,130402199601200679,MU468
4067,20009278,450107194205125088,MU468
8171,20009278,441427194204261484,MU468
5010,20001911,621000198209045094,3U298
9010,20001911,441701198908186372,3U298
417,20001911,513200198001128576,3U298
6640,20001911,140524199403102950,3U298
7753,20001911,152530198806079624,3U298
2799,20006499,37132419530410164X,MF850
8092,20006499,210802199402160522,MF850
6496,20006499,35078319651230526X,MF850
5273,20006499,110000197310050132,MF850
4698,20006499,211204196608305085,MF850
2558,20006499,542127194201196339,MF850
4853,20006499,130402199601200679,MF850
8907,20006499,620823193009222222,MF850
5343,20006499,650109194306026193,MF850
9128,20006499,532623200110249966,MF850
6206,20002893,450127197211144428,TV155
4094,20002893,340404200003138366,TV155
5320,20002893,360429196105089691,TV155
8157,20002893,230227197705052069,TV155
1981,20002893,23010319710829256X,TV155
6963,20002893,632823197805239035,TV155
8921,20002893,220403197910127275,TV155
4787,20002893,140929197611281310,TV155
7193,20002893,130730199110303309,TV155
2526,20002893,433122195702220147,TV155
6206,20005822,450127197211144428,CA717
8202,20005822,130634199211186674,CA717
5929,20005822,210802196602179339,CA717
7299,20005822,150223195812314453,CA717
6649,20005822,220282193608163335,CA717
6206,20003644,450127197211144428,MF587
2806,20003644,430902194304148267,MF587
5065,20003644,620105197208017819,MF587
9240,20003644,610929193802217041,MF587
5207,20003644,640301198509273983,MF587
182,20008798,532823197301187514,MF304
8190,20008798,540222196808036922,MF304
1316,20008798,14060119630523720X,MF304
3118,20008798,451023194209073268,MF304
1896,20008798,522630196004284883,MF304
182,20005038,532823197301187514,CA795
5712,20005038,430527198712117762,CA795
618,20005038,513430196104234566,CA795
3876,20005038,620401196608034649,CA795
4385,20005038,130283195109152985,CA795
182,20006355,532823197301187514,CZ780
9225,20006355,130600198908140424,CZ780
6291,20006355,350725193109182864,CZ780
9435,20006355,522727194212260198,CZ780
1091,20006355,610723193505177873,CZ780
182,20008030,532823197301187514,CJ432
5809,20008030,220300195901127579,CJ432
4862,20008030,230706194107150867,CJ432
181,20008030,141121198802227158,CJ432
7077,20008030,610423198811068639,CJ432
1703,20004426,371300193208196407,MF105
164,20004426,520400200001262935,MF105
261,20004426,34120019330917170X,MF105
6475,20004426,231102194911279496,MF105
2627,20004426,610601198701064875,MF105
1703,20006059,371300193208196407,CJ970
9952,20006059,230101198404052810,CJ970
2584,20006059,430900195106113778,CJ970
4571,20006059,150422193901246507,CJ970
3776,20006059,441623199606093856,CJ970
5323,20004455,430624194010318007,CZ874
9403,20004455,650103196304016742,CZ874
9543,20004455,511600199203294649,CZ874
6556,20004455,533123196402023365,CZ874
6870,20004455,130184193407283862,CZ874
5323,20008017,430624194010318007,CA822
8646,20008017,520521196401158721,CA822
6707,20008017,513431193008229751,CA822
3895,20008017,42011519660819679X,CA822
9061,20008017,420800195011276104,CA822
5323,20008367,430624194010318007,MF093
8453,20008367,450105194906220827,MF093
8811,20008367,610626194807131158,MF093
3273,20008367,130132199711093706,MF093
3340,20008367,131025198904056976,MF093
5323,20001573,430624194010318007,TV765
5835,20001573,140411198005012739,TV765
261,20001573,34120019330917170X,TV765
640,20001573,21042219460401310X,TV765
9188,20001573,140781197409129192,TV765
2811,20009181,310101193209048346,CA469
148,20009181,430204193708207294,CA469
8737,20009181,610302196206127593,CA469
5358,20009181,350203195611282290,CA469
7163,20009181,360728193712067802,CA469
2811,20005445,310101193209048346,MF921
2296,20005445,220322198511186313,MF921
2142,20005445,610203195204094819,MF921
783,20005445,45092219910114134X,MF921
6557,20005445,511601197903265002,MF921
5025,20009644,310114199511123078,CZ796
5613,20009644,53252319460721073X,CZ796
3673,20009644,14041119680504676X,CZ796
9979,20009644,421202198407031159,CZ796
7301,20009644,21028119730613626X,CZ796
1132,20009644,430603193912082957,CZ796
4216,20009644,532504195810122343,CZ796
652,20009644,120000197809081503,CZ796
3118,20009644,451023194209073268,CZ796
4864,20009644,321203198207281770,CZ796
5025,20003138,310114199511123078,MF438
7241,20003138,152224196405034086,MF438
552,20003138,220104193912262763,MF438
5274,20003138,411481195702092705,MF438
2703,20003138,620111194602128203,MF438
712,20003138,321023196002057033,MF438
5703,20003138,510182193912063981,MF438
5883,20003138,511603195709203055,MF438
1836,20003138,469024193504051628,MF438
7631,20003138,410704198209023091,MF438
5025,20005718,310114199511123078,CA133
5097,20005718,370300199607044159,CA133
9829,20005718,522730196703234020,CA133
2626,20005718,340200197703122399,CA133
4889,20005718,532301198505115095,CA133
1627,20009171,520101194511048076,TV470
7099,20009171,450125198605315113,TV470
7643,20009171,220500197311157604,TV470
5882,20009171,330328199412041117,TV470
1718,20009171,340403199709071165,TV470
1627,20001314,520101194511048076,MF179
3846,20001314,320305195512083248,MF179
4446,20001314,341881195811116714,MF179
5788,20001314,420701197812193974,MF179
9191,20001314,130822197204034193,MF179
1627,20002904,520101194511048076,MU540
2048,20002904,230125197807110604,MU540
3070,20002904,411501199901166115,MU540
2549,20002904,42010219410219522X,MU540
3047,20002904,433100194808243651,MU540
3980,20004885,640106194206147317,TV651
9721,20004885,511111193201217396,TV651
5411,20004885,421081198210311186,TV651
5568,20004885,220100195212232428,TV651
7424,20004885,530421199908111017,TV651
3980,20004055,640106194206147317,TV984
9383,20004055,623021198004181061,TV984
1864,20004055,610830193404096272,TV984
8785,20004055,411625198304110369,TV984
9112,20004055,530322200001019104,TV984
641,20005397,530829199301145926,MF057
8413,20005397,430821197412067947,MF057
3513,20005397,430822197308248357,MF057
8319,20005397,623001199005181337,MF057
9298,20005397,450921194610145630,MF057
641,20008157,530829199301145926,CJ974
142,20008157,410926197912084026,CJ974
1451,20008157,44060419801029568X,CJ974
3782,20008157,620922193812103897,CJ974
635,20008157,150626194104151282,CJ974
7456,20004601,330822194705263350,CJ156
1195,20004601,320581198501217547,CJ156
5473,20004601,360281197109282252,CJ156
6632,20004601,500235194807114752,CJ156
1091,20004601,610723193505177873,CJ156
2807,20006725,320206195911305427,CJ784
7255,20006725,421124193303230495,CJ784
7701,20006725,630221197605040489,CJ784
2720,20006725,211001198007022169,CJ784
26,20006725,411001194411038946,CJ784
369,20006725,370830196106079750,CJ784
6967,20006725,46902919420819257X,CJ784
6556,20006725,533123196402023365,CJ784
1618,20006725,21020319410824331X,CJ784
6393,20006725,511922195706307989,CJ784
2807,20008409,320206195911305427,CA788
8725,20008409,350628198904132715,CA788
717,20008409,371003193406174412,CA788
4934,20008409,140212197801289983,CA788
82,20008409,510182197803122231,CA788
5043,20004996,500238195506088611,CA509
9406,20004996,14040019691215365X,CA509
6278,20004996,340401194004038052,CA509
3082,20004996,620122194412135786,CA509
5473,20004996,360281197109282252,CA509
9249,20004996,450406193108303634,CA509
8864,20004996,13102419640727466X,CA509
8968,20004996,652929198112086912,CA509
1679,20004996,441624199508309445,CA509
6985,20004996,210421193010057593,CA509
5043,20006416,500238195506088611,MF390
2913,20006416,220801193505078175,MF390
973,20006416,522327195708149066,MF390
2819,20006416,622927197112119718,MF390
1218,20006416,360921198004258084,MF390
6240,20007262,34110319990510212X,TV902
6920,20007262,230112197201237457,TV902
2855,20007262,361002193610265540,TV902
9275,20007262,650201197911159398,TV902
9194,20007262,620302193708055671,TV902
6240,20000515,34110319990510212X,CA781
3306,20000515,510524195609244680,CA781
80,20000515,510727198607170298,CA781
6483,20000515,410305198505136941,CA781
7575,20000515,141002194702170091,CA781
6240,20008869,34110319990510212X,CJ043
854,20008869,620602196001220178,CJ043
6595,20008869,421124194601215255,CJ043
5318,20008869,511424198304276007,CJ043
2002,20008869,130629193302047639,CJ043
294,20002547,120223196706225528,MF649
6562,20002547,361122199007121612,MF649
5217,20002547,530326198304077454,MF649
5946,20002547,513428197101255153,MF649
6076,20002547,520121199811302986,MF649
294,20005600,120223196706225528,TV202
1139,20005600,411501198610239092,TV202
459,20005600,350700199705169906,TV202
5505,20005600,140824196207099937,TV202
145,20005600,632300199008044574,TV202
294,20005015,120223196706225528,MF943
298,20005015,220721195310252275,MF943
6573,20005015,130728197108151421,MF943
2020,20005015,640100193708088246,MF943
6150,20005015,130425198503263211,MF943
8413,20003690,430821197412067947,3U398
9074,20003690,420106195001263625,3U398
5870,20003690,130630196408243127,3U398
7712,20003690,421022196505183493,3U398
2221,20003690,520303199405015736,3U398
8413,20008289,430821197412067947,3U445
3139,20008289,150424199207269063,3U445
7125,20008289,610802196402104927,3U445
303,20008289,411224193302042082,3U445
4196,20008289,440823196811060056,3U445
3987,20004477,510900194305239168,CJ260
8937,20004477,410725194906052078,CJ260
2722,20004477,410883193805210692,CJ260
2451,20004477,32128119970211528X,CJ260
7442,20004477,140822193801120149,CJ260
3987,20009485,510900194305239168,CZ750
7513,20009485,320303194311062013,CZ750
7732,20009485,542623199507127103,CZ750
6781,20009485,653022198511287268,CZ750
5267,20009485,510181199602298399,CZ750
2056,20005464,360122193412168299,MF479
9746,20005464,532326198304206991,MF479
9436,20005464,14022219331010415X,MF479
4862,20005464,230706194107150867,MF479
3672,20005464,440306197206035160,MF479
2056,20009621,360122193412168299,MU016
2054,20009621,410825196203226996,MU016
7190,20009621,610528197707278604,MU016
5565,20009621,371482197407185418,MU016
4026,20009621,510724198109034868,MU016
4223,20009621,62012319330615773X,MU016
4719,20009621,330328194108117719,MU016
2458,20009621,140501194703064207,MU016
1016,20009621,371100195211048526,MU016
4842,20009621,371700199812163651,MU016
2056,20000272,360122193412168299,CJ787
142,20000272,410926197912084026,CJ787
5599,20000272,410329197205037630,CJ787
2895,20000272,431226194311137260,CJ787
327,20000272,520303193602211843,CJ787
3986,20004659,511300199701048284,MF904
889,20004659,140110197405249885,MF904
6230,20004659,340802200003156280,MF904
3140,20004659,340700198705064534,MF904
5318,20004659,511424198304276007,MF904
8120,20002608,421303198706188684,TV190
5703,20002608,510182193912063981,TV190
6595,20002608,421124194601215255,TV190
9020,20002608,210113198510102131,TV190
7531,20002608,130324197111156197,TV190
2698,20000883,140429193612136291,CZ556
6136,20000883,150928194312316052,CZ556
4857,20000883,500118194811290511,CZ556
3655,20000883,411422193108282902,CZ556
487,20000883,441781195003277390,CZ556
2698,20005487,140429193612136291,MF503
4475,20005487,231085197201244802,MF503
8509,20005487,350602197906126927,MF503
9214,20005487,371400193603022314,MF503
8621,20005487,420200194506020154,MF503
2698,20006204,140429193612136291,3U380
1226,20006204,530101195402276877,3U380
5123,20006204,530700193802182244,3U380
2277,20006204,210500197202124692,3U380
9445,20006204,320982196504070535,3U380
3447,20005385,430203195903153247,3U795
4750,20005385,430223195611017193,3U795
6543,20005385,513400199107096344,3U795
6281,20005385,210904196310123956,3U795
6229,20005385,421281193910222473,3U795
3447,20007464,430203195903153247,TV277
4507,20007464,653224199108026402,TV277
2624,20007464,410101199810190942,TV277
6900,20007464,23022319530603407X,TV277
6556,20007464,533123196402023365,TV277
3447,20006980,430203195903153247,MU275
8273,20006980,520122198009256187,MU275
2490,20006980,542200193703177323,MU275
436,20006980,420682194105066449,MU275
1732,20006980,210700193304158538,MU275
3447,20003113,430203195903153247,CJ612
3295,20003113,441284197309284404,CJ612
7723,20003113,460106196501046258,CJ612
4590,20003113,150701199611042997,CJ612
6269,20003113,23020419610211089X,CJ612
9169,20006346,140100199603282914,CA316
1874,20006346,540223196909210738,CA316
177,20006346,131124193303280936,CA316
4719,20006346,330328194108117719,CA316
7700,20006346,211223194212313492,CA316
9169,20002350,140100199603282914,3U751
1613,20002350,350302195910211758,3U751
4227,20002350,53032419451022045X,3U751
2467,20002350,510131193311148285,3U751
8840,20002350,360102194710100822,3U751
9169,20002407,140100199603282914,CZ025
5575,20002407,340122199409160118,CZ025
4389,20002407,230811194109173030,CZ025
4377,20002407,220200199210144778,CZ025
5595,20002407,32020419790302244X,CZ025
8649,20006607,410322193408165779,CZ470
1811,20006607,542623197608024526,CZ470
920,20006607,420200199501243829,CZ470
2067,20006607,411200198512072636,CZ470
2610,20006607,371521197903131657,CZ470
8649,20007442,410322193408165779,CJ150
1874,20007442,540223196909210738,CJ150
557,20007442,130434194606111913,CJ150
1237,20007442,411421195703067943,CJ150
203,20007442,621026198602242215,CJ150
6480,20007442,230903197008051228,CJ150
2899,20007442,140723195406040261,CJ150
109,20007442,23011119670125130X,CJ150
4952,20007442,450327199901273374,CJ150
7633,20007442,340403193911236472,CJ150
8649,20003766,410322193408165779,CA269
2703,20003766,620111194602128203,CA269
939,20003766,410621196404038442,CA269
1493,20003766,150525193207083271,CA269
8152,20003766,21080419541021568X,CA269
8649,20003533,410322193408165779,CZ304
1929,20003533,430124194402227684,CZ304
7162,20003533,130629198803037271,CZ304
2641,20003533,51013219561214569X,CZ304
900,20003533,360200198907011242,CZ304
1066,20008726,621202199909109392,CA237
552,20008726,220104193912262763,CA237
2021,20008726,54023519321008686X,CA237
1932,20008726,321282197609212824,CA237
7187,20008726,520324197903132700,CA237
3801,20000678,530400199707216689,CZ016
2806,20000678,430902194304148267,CZ016
682,20000678,350102198404301729,CZ016
2627,20000678,610601198701064875,CZ016
6921,20000678,620700199212296945,CZ016
3801,20005914,530400199707216689,3U203
4516,20005914,440113193708270421,3U203
3534,20005914,210902196108184971,3U203
6881,20005914,520522199210224933,3U203
3690,20005914,532504194004278533,3U203
3600,20000516,520100198107247833,TV855
4781,20000516,320405194706178588,TV855
4816,20000516,350527199806288022,TV855
8049,20000516,522728196007119473,TV855
9298,20000516,450921194610145630,TV855
3600,20000790,520100198107247833,CZ840
7146,20000790,150104195912148734,CZ840
14,20000790,370101196701223104,CZ840
5799,20000790,530522193202020978,CZ840
7138,20000790,450900193307307100,CZ840
3630,20000790,45060120010513518X,CZ840
4617,20000790,150423195703299865,CZ840
7019,20000790,152527195603171605,CZ840
5044,20000790,520423195612076243,CZ840
470,20000790,410000195110158589,CZ840
3600,20006552,520100198107247833,MU516
9563,20006552,450921193101035084,MU516
1624,20006552,330801196009121612,MU516
4272,20006552,410823193607206354,MU516
9037,20006552,510304194504260851,MU516
3600,20005661,520100198107247833,CA413
1854,20005661,360424193808019416,CA413
882,20005661,371402197801078918,CA413
1262,20005661,410202195905154796,CA413
3877,20005661,532922198811163188,CA413
2556,20005495,520523193901199393,CA256
2139,20005495,451225195606300960,CA256
7276,20005495,371001198612179142,CA256
9214,20005495,371400193603022314,CA256
2556,20000881,520523193901199393,3U333
1480,20000881,440233199606114784,3U333
7339,20000881,610126196509234732,3U333
3892,20000881,37028219800324447X,3U333
5743,20000881,511823199505062638,3U333
6968,20002187,140424193110134198,MU000
2072,20002187,640502197205177813,MU000
6434,20002187,370201194206122513,MU000
884,20002187,61083119590714434X,MU000
1475,20002187,640381197106192131,MU000
6968,20002726,140424193110134198,CJ760
4384,20002726,350102199605158169,CJ760
8821,20002726,511528194512223260,CJ760
6920,20002726,230112197201237457,CJ760
5261,20002726,520115200105305539,CJ760
6968,20009585,140424193110134198,CA380
8135,20009585,451227193710214433,CA380
2473,20009585,131122194109194817,CA380
1022,20009585,150902195101299134,CA380
2051,20009585,130725196509288994,CA380
6968,20002189,140424193110134198,MF992
1588,20002189,610423198611026266,MF992
6966,20002189,340181200104154310,MF992
8862,20002189,522722195009078959,MF992
9112,20002189,530322200001019104,MF992
6223,20009267,330201197608125043,3U534
8041,20009267,410883196904219178,3U534
5428,20009267,341023198410163233,3U534
5870,20009267,130630196408243127,3U534
9018,20009267,632626199101309047,3U534
6223,20009598,330201197608125043,CJ012
2987,20009598,500118198805156584,CJ012
6109,20009598,15222119730612513X,CJ012
4787,20009598,140929197611281310,CJ012
4747,20009598,371400196806126635,CJ012
7241,20000202,152224196405034086,3U031
807,20000202,41080319410220239X,3U031
9307,20000202,500103199408288858,3U031
7397,20000202,220701199706040036,3U031
8823,20000202,230822197908196805,3U031
7241,20002307,152224196405034086,CA355
855,20002307,420112199011087608,CA355
5244,20002307,430407194805048293,CA355
8301,20002307,431201199706140515,CA355
2020,20002307,640100193708088246,CA355
3195,20002307,530521195909301071,CA355
2820,20002307,61020319870219826X,CA355
6281,20002307,210904196310123956,CA355
8206,20002307,530701198804185288,CA355
5214,20002307,350200193801175965,CA355
7241,20009090,152224196405034086,CZ685
5223,20009090,210000193005083064,CZ685
9155,20009090,330681199712145856,CZ685
1782,20009090,451122193104182227,CZ685
5743,20009090,511823199505062638,CZ685
7241,20005824,152224196405034086,CJ828
2453,20005824,610500195501105876,CJ828
4787,20005824,140929197611281310,CJ828
3876,20005824,620401196608034649,CJ828
8907,20005824,620823193009222222,CJ828
5447,20006901,610830196908219970,CJ772
8036,20006901,140727195601233304,CJ772
4193,20006901,220524197410182355,CJ772
7981,20006901,341221196202190586,CJ772
9509,20006901,15078219750505618X,CJ772
5447,20009422,610830196908219970,CJ059
6191,20009422,530323195509176306,CJ059
6452,20009422,451229197407243427,CJ059
5358,20009422,350203195611282290,CJ059
2648,20009422,511025193705155451,CJ059
5447,20000858,610830196908219970,3U798
7459,20000858,13080119761024870X,3U798
1813,20000858,652301199401309911,3U798
9544,20000858,110105196908269027,3U798
355,20000858,513321199804180193,3U798
8190,20009756,540222196808036922,CZ616
8445,20009756,37082719471109090X,CZ616
5809,20009756,220300195901127579,CZ616
5013,20009756,371327199904149900,CZ616
6948,20009756,513328193101174114,CZ616
8190,20001356,540222196808036922,CZ890
8845,20001356,410183194511273686,CZ890
5935,20001356,360722194501195819,CZ890
8353,20001356,652323197811262465,CZ890
9034,20001356,230828199107208906,CZ890
8190,20004432,540222196808036922,MU758
3200,20004432,469005194505221460,MU758
8854,20004432,441801197204163472,MU758
6341,20004432,320206198704277404,MU758
436,20004432,420682194105066449,MU758
4666,20004432,450321196101030348,MU758
5020,20004432,440700193501140436,MU758
3394,20004432,530124199504159180,MU758
6267,20004432,150523198707191404,MU758
6597,20004432,500113199804133260,MU758
5996,20000273,410503199910045149,CA907
6993,20000273,610202197104150433,CA907
4227,20000273,53032419451022045X,CA907
682,20000273,350102198404301729,CA907
4489,20000273,441481193104242730,CA907
5996,20007848,410503199910045149,MU718
1844,20007848,320201197106217202,MU718
3785,20007848,654000197603218102,MU718
7012,20007848,450821197101095071,MU718
5358,20007848,350203195611282290,MU718
6793,20001937,520221198708125476,MF031
2679,20001937,410200199410180832,MF031
5238,20001937,440783199306078110,MF031
6912,20001937,640301193804135791,MF031
4834,20001937,231000195503149146,MF031
900,20001937,360200198907011242,MF031
3417,20001937,530181196009301155,MF031
3683,20001937,37021319540316291X,MF031
9830,20001937,530628199708129680,MF031
7862,20001937,150926193709010927,MF031
761,20003063,370801198104210345,TV206
6467,20003063,511724199105044861,TV206
3977,20003063,141033194901210257,TV206
8130,20003063,33018519850520591X,TV206
6291,20003063,350725193109182864,TV206
3638,20009149,610426194008239831,TV662
2722,20009149,410883193805210692,TV662
3542,20009149,150125195205143485,TV662
1603,20009149,360401195405259532,TV662
5035,20009149,52273219431208249X,TV662
3638,20003793,610426194008239831,MU413
7298,20003793,370401196702028403,MU413
5489,20003793,460202194004131591,MU413
8468,20003793,32030519370614517X,MU413
6936,20003793,310114195706114106,MU413
3638,20006066,610426194008239831,CZ463
3050,20006066,341522193102277085,CZ463
7966,20006066,14072119710121583X,CZ463
967,20006066,14082119451020413X,CZ463
8817,20006066,350100196206092864,CZ463
3638,20007544,610426194008239831,CZ968
6061,20007544,371400195503149341,CZ968
7538,20007544,451226198508127316,CZ968
6278,20007544,340401194004038052,CZ968
5295,20007544,540202193409212037,CZ968
8562,20008761,450304196411256151,CJ228
2075,20008761,610403198111125027,CJ228
346,20008761,431129194412260763,CJ228
3015,20008761,511381194112222593,CJ228
5850,20008761,610827198706207761,CJ228
8562,20004056,450304196411256151,MU518
1195,20004056,320581198501217547,MU518
5944,20004056,150725193204053342,MU518
2090,20004056,350623195210056791,MU518
9383,20004056,623021198004181061,MU518
2985,20004056,500151194812019615,MU518
7194,20004056,140621197103204901,MU518
5505,20004056,140824196207099937,MU518
6426,20004056,350626197809016372,MU518
6494,20004056,542526196201124241,MU518
8562,20002849,450304196411256151,CJ556
4094,20002849,340404200003138366,CJ556
2663,20002849,510311198112240378,CJ556
4673,20002849,350201193308223042,CJ556
8923,20002849,150702199412087160,CJ556
8697,20002849,330701195509234832,CJ556
9362,20002849,13072519900922594X,CJ556
7704,20002849,36082719950724970X,CJ556
219,20002849,520115197711164620,CJ556
1899,20002849,511181193705102452,CJ556
1226,20004346,530101195402276877,MU670
8173,20004346,360222195006214370,MU670
9307,20004346,500103199408288858,MU670
1518,20004346,310100196905128961,MU670
2778,20004346,350527194105044348,MU670
9523,20004346,441500197102029368,MU670
7027,20004346,371323196303256621,MU670
5435,20004346,610481197607114182,MU670
4700,20004346,542133197301103188,MU670
6561,20004346,431201193507138298,MU670
1732,20004346,210700193304158538,MU670
1469,20004346,130825196810063044,MU670
3457,20004346,350000193303178222,MU670
3932,20004346,330110195501094525,MU670
1733,20004346,510800197804214289,MU670
1226,20003109,530101195402276877,MU318
6537,20003109,360727197109228298,MU318
9477,20003109,410804194408010880,MU318
4310,20003109,150400193707071338,MU318
4191,20003109,512022193708068742,MU318
1226,20006999,530101195402276877,MF508
6483,20006999,410305198505136941,MF508
6125,20006999,410811197310138832,MF508
8734,20006999,23070019331022219X,MF508
2320,20006999,532530198204276883,MF508
8723,20006850,330482197412141200,3U439
2723,20006850,441426197101297748,3U439
7289,20006850,510923194012030824,3U439
4237,20006850,220723194101069819,3U439
2233,20006850,440203197801102669,3U439
8723,20006899,330482197412141200,CA669
6216,20006899,510100197903018517,CA669
8763,20006899,520621196609101180,CA669
9443,20006899,140100196404013961,CA669
9403,20006899,650103196304016742,CA669
8723,20000923,330482197412141200,MF173
3891,20000923,141122197404154311,MF173
640,20000923,21042219460401310X,MF173
216,20000923,340503196001278437,MF173
9233,20000923,360423194705259693,MF173
8723,20007184,330482197412141200,3U526
4248,20007184,441882197902094046,3U526
4760,20007184,520421195105302848,3U526
3263,20007184,411001196912163939,3U526
8968,20007184,652929198112086912,3U526
1195,20009645,320581198501217547,MF048
2034,20009645,53082119610223098X,MF048
1082,20009645,411301198701051326,MF048
8178,20009645,110107197107093145,MF048
2253,20009645,520203196705121937,MF048
1195,20004902,320581198501217547,MF300
2926,20004902,410108198102145278,MF300
1365,20004902,411727194107300059,MF300
4558,20004902,622923200110206657,MF300
4842,20004902,371700199812163651,MF300
1195,20002572,320581198501217547,MU901
307,20002572,371427199609273226,MU901
2552,20002572,411381196004193356,MU901
1836,20002572,469024193504051628,MU901
1899,20002572,511181193705102452,MU901
4750,20005020,430223195611017193,TV631
86,20005020,141130199201121893,TV631
3616,20005020,652700198009219613,TV631
8693,20005020,32068219430205331X,TV631
7580,20005020,230803198809053521,TV631
4750,20003762,430223195611017193,CJ849
1844,20003762,320201197106217202,CJ849
1229,20003762,21052119791021552X,CJ849
2317,20003762,220000195801250952,CJ849
4609,20003762,370301198103052966,CJ849
2409,20004046,220723196911141252,CZ506
8705,20004046,140522197612133364,CZ506
8403,20004046,130281193012186650,CZ506
5743,20004046,511823199505062638,CZ506
273,20004046,140827193209121486,CZ506
2409,20006432,220723196911141252,MF600
7311,20006432,150626194610089274,MF600
3213,20006432,420607195307162441,MF600
1333,20006432,430723198812095906,MF600
4673,20006432,350201193308223042,MF600
5126,20009442,360402196707247706,CA685
594,20009442,440203197303194345,CA685
1192,20009442,500112197710166621,CA685
2847,20009442,440601193712308519,CA685
4068,20009442,411224194604233532,CA685
5126,20001482,360402196707247706,3U566
9687,20001482,511528193501271465,3U566
1426,20001482,370827197701153034,3U566
1012,20001482,210903193507192226,3U566
1990,20001482,610924199710087505,3U566
5126,20008168,360402196707247706,MU617
6296,20008168,370785198805310826,MU617
9165,20008168,341202193906274013,MU617
4404,20008168,350501193904041292,MU617
2460,20008168,371701196708191591,MU617
5065,20008168,620105197208017819,MU617
4884,20008168,130321196802035075,MU617
1913,20008168,540102194505093807,MU617
4834,20008168,231000195503149146,MU617
7375,20008168,542622196205031050,MU617
2155,20005845,231081197005287121,MF468
8273,20005845,520122198009256187,MF468
9417,20005845,220501193610055163,MF468
5481,20005845,53070019610815743X,MF468
6481,20005845,360622193603247886,MF468
2155,20004358,231081197005287121,3U859
5154,20004358,320303194408044604,3U859
4507,20004358,653224199108026402,3U859
4404,20004358,350501193904041292,3U859
6579,20004358,340124195509159207,3U859
4363,20004358,451227196903027152,3U859
3877,20004358,532922198811163188,3U859
2020,20004358,640100193708088246,3U859
5278,20004358,610721196207036619,3U859
8785,20004358,411625198304110369,3U859
2155,20000563,231081197005287121,TV642
8431,20000563,632300194303042800,TV642
783,20000563,45092219910114134X,TV642
2451,20000563,32128119970211528X,TV642
8996,20000563,222404200003289062,TV642
2155,20009741,231081197005287121,MU301
6812,20009741,211282198401204023,MU301
5799,20009741,530522193202020978,MU301
787,20009741,350201193203247929,MU301
6512,20009741,341302196412299412,MU301
2281,20004708,370181197402267322,3U950
722,20004708,32031119681104219X,3U950
4690,20004708,430603199703244304,3U950
306,20004708,53072419881021473X,3U950
9298,20004708,450921194610145630,3U950
2281,20004958,370181197402267322,CJ570
6660,20004958,620502195909173981,CJ570
3966,20004958,510503195608097357,CJ570
5810,20004958,371100197402033940,CJ570
