jid,phone,province,city
10005112,14733820204,新疆维吾尔自治区,巢湖县
10005113,13594641754,辽宁省,欢县
10005114,15260904855,香港特别行政区,建平县
10005115,18641268238,新疆维吾尔自治区,柳市
10005116,18885767778,河南省,秀华市
10005117,13353929232,江西省,张家港市
10005118,13434889446,广东省,西安县
10005119,13607189461,安徽省,秀英市
10005120,14730225963,广西壮族自治区,通辽市
10005121,18146878870,上海市,玉市
10005122,18907695141,江西省,丹丹市
10005123,18006027096,湖北省,成县
10005124,15731522736,安徽省,瑞县
10005125,15515258303,青海省,海门市
10005126,13381556165,河北省,玲县
10005127,13968280237,陕西省,帆市
10005128,15858645791,澳门特别行政区,洁市
10005129,13370935876,内蒙古自治区,昆明市
10005130,15893729338,西藏自治区,上海县
10005131,18602952480,吉林省,昆明县
10005132,14703437489,陕西省,嘉禾县
10005133,13907129966,福建省,秀华县
10005134,18850177617,吉林省,秀英市
10005135,18617374670,江西省,梧州市
10005136,18911727895,贵州省,辛集县
10005137,14756474724,湖南省,斌市
10005138,15228655569,黑龙江省,沈阳市
10005139,18901557521,台湾省,桂兰县
10005140,15854299544,陕西省,芳市
10005141,15633893362,江西省,建平县
10005142,14593989993,天津市,柳县
10005143,13723269446,广东省,晨市
10005144,18247905448,山东省,通辽县
10005145,13709730239,陕西省,汕尾县
10005146,13275172557,青海省,健市
10005147,15873616455,吉林省,桂珍县
10005148,18996783754,新疆维吾尔自治区,英县
10005149,18102673744,天津市,欣县
10005150,18554191374,辽宁省,阳县
10005151,14778483720,重庆市,梅县
10005152,18908494459,湖南省,梧州市
10005153,15829502029,广西壮族自治区,辛集县
10005154,18167224663,北京市,建军市
10005155,13673777669,天津市,惠州市
10005156,13095611350,香港特别行政区,海门市
10005157,13852300885,浙江省,东莞市
10005158,13564938125,河南省,兴城市
10005159,18550935203,内蒙古自治区,雷县
10005160,14758852871,吉林省,金凤县
10005161,15879780543,安徽省,建国市
10005162,15561748265,山西省,峰县
10005163,15845951689,新疆维吾尔自治区,南昌市
10005164,18815331635,江西省,梧州市
10005165,15381242755,青海省,兴安盟县
10005166,15126702096,河南省,磊市
10005167,15836635934,浙江省,文县
10005168,18218845042,甘肃省,婷婷县
10005169,18875509690,天津市,利县
10005170,18542869078,河北省,哈尔滨市
10005171,13002661398,青海省,畅县
10005172,15929481992,福建省,海口县
10005173,15916393221,江西省,晶县
10005174,13943519902,宁夏回族自治区,重庆市
10005175,18002397843,天津市,兴安盟县
10005176,13514605215,新疆维吾尔自治区,澳门市
10005177,18030920520,新疆维吾尔自治区,平市
10005178,13062126343,青海省,澳门市
10005179,15919432621,云南省,成都市
10005180,15013330854,江西省,兵县
10005181,13037464908,甘肃省,海门市
10005182,18098403936,广东省,雪县
10005183,13985652004,云南省,杰县
10005184,15781957136,湖南省,宜都市
10005185,15592737855,陕西省,合肥市
10005186,14522269082,浙江省,娟市
10005187,15820494632,山东省,永安市
10005188,15046300983,浙江省,拉萨县
10005189,18193794353,江西省,武汉市
10005190,15720129239,新疆维吾尔自治区,玲县
10005191,13468278228,广东省,海门市
10005192,18925447393,湖北省,沈阳市
10005193,15223108795,江苏省,昆明市
10005194,15731688903,山西省,云市
10005195,15153478320,浙江省,兴城县
10005196,13068403030,河北省,张家港县
10005197,18858438354,海南省,东莞市
10005198,13275699466,浙江省,南昌县
10005199,13676969330,吉林省,重庆市
10005200,13311930947,江西省,明县
10005201,15112307783,广东省,拉萨市
10005202,18265685289,上海市,海门市
10005203,14584846303,江西省,六盘水市
10005204,15858626188,四川省,燕县
10005205,13073695329,澳门特别行政区,晨市
10005206,18957595098,香港特别行政区,梅市
10005207,13958823582,安徽省,北京县
10005208,13684316566,台湾省,琴市
10005209,13246633471,湖北省,浩市
10005210,15958413295,河南省,雷县
10005211,15851035050,黑龙江省,张家港市
10005212,13593949053,天津市,娜市
10005213,15292531446,江西省,俊县
10005214,14530323505,广西壮族自治区,郑州市
10005215,14505923873,黑龙江省,杭州县
10005216,15153148552,山西省,桂英市
10005217,15596152507,江西省,西安县
10005218,15161576292,云南省,乌鲁木齐县
10005219,13586628757,上海市,建平市
10005220,14585912469,贵州省,兵县
10005221,13113853513,陕西省,玉兰市
10005222,15597642232,福建省,长沙县
10005223,15762876675,江苏省,峰市
10005224,13548113608,上海市,北镇县
10005225,13520813436,福建省,西安县
10005226,14563444873,黑龙江省,通辽市
10005227,18124405854,黑龙江省,佛山市
10005228,14787520767,湖北省,合肥市
10005229,18943527050,重庆市,辛集县
10005230,13828216385,上海市,秀华县
10005231,14528556799,天津市,天津县
10005232,13509812567,湖北省,南宁县
10005233,18555358666,山东省,利市
10005234,18062783000,河北省,西宁县
10005235,18733418371,河南省,昆明市
10005236,15595752815,宁夏回族自治区,齐齐哈尔县
10005237,15268344257,澳门特别行政区,亮县
10005238,18024789538,北京市,丽华市
10005239,15536940517,安徽省,秀荣市
10005240,13897708950,广西壮族自治区,石家庄县
10005241,18766570302,上海市,艳县
10005242,14573524960,山西省,长沙市
10005243,14557189990,辽宁省,想市
10005244,15287400831,广东省,成都市
10005245,15678208530,重庆市,惠州市
10005246,15247871817,黑龙江省,丽娟市
10005247,15069871860,安徽省,柳市
10005248,15710215995,上海市,昆明市
10005249,13845173527,辽宁省,宇市
10005250,15254496373,江苏省,萍县
10005251,13446531334,福建省,潮州县
10005252,13737412160,云南省,上海市
10005253,13821594928,上海市,邯郸县
10005254,13728425592,湖北省,燕市
10005255,18614304493,宁夏回族自治区,南京县
10005256,15617786955,内蒙古自治区,重庆县
10005257,15558727522,黑龙江省,畅县
10005258,15717570509,广东省,沈阳县
10005259,13266514606,安徽省,杭州县
10005260,18681856915,湖北省,荆门市
10005261,13886614413,天津市,荣市
10005262,14575367196,云南省,六盘水县
10005263,18620099465,西藏自治区,峰市
10005264,13680107843,黑龙江省,俊市
10005265,14581671823,西藏自治区,北镇县
10005266,13009945098,山西省,秀珍县
10005267,18929874111,辽宁省,冬梅县
10005268,13440397740,内蒙古自治区,阜新县
10005269,15767696649,广西壮族自治区,淑珍县
10005270,14539013546,上海市,长沙县
10005271,18254432370,广东省,玉市
10005272,18693013919,湖北省,汕尾市
10005273,15582433991,河南省,岩县
10005274,15804373647,甘肃省,丽华市
10005275,13455898804,天津市,欢市
10005276,13174802474,浙江省,拉萨县
10005277,13191503348,安徽省,南昌县
10005278,18695955784,福建省,台北市
10005279,13884799748,吉林省,俊县
10005280,14709904034,黑龙江省,福州市
10005281,15295861549,河南省,福州市
10005282,15544526560,青海省,兰英县
10005283,15214952568,黑龙江省,长春市
10005284,13494076201,湖南省,建市
10005285,18055533376,宁夏回族自治区,文县
10005286,18105477751,河北省,沈阳县
10005287,18600396512,安徽省,桂芝县
10005288,13306507473,山西省,杭州县
10005289,18140301350,河南省,潜江县
10005290,18811163829,香港特别行政区,银川市
10005291,13012312632,吉林省,娜市
10005292,13579333973,台湾省,拉萨市
10005293,18713146562,上海市,沈阳县
10005294,13995189779,贵州省,建平县
10005295,14549099035,河北省,马鞍山市
10005296,18951934953,湖北省,兴城县
10005297,13941844889,山西省,石家庄县
10005298,13846066611,新疆维吾尔自治区,荆门县
10005299,14554627491,云南省,张家港县
10005300,13703690165,新疆维吾尔自治区,璐县
10005301,15975743845,重庆市,雪县
10005302,13538861508,香港特别行政区,邯郸县
10005303,13657460443,安徽省,楠县
10005304,18707206737,新疆维吾尔自治区,燕市
10005305,14584513048,海南省,军市
10005306,13870659997,辽宁省,颖市
10005307,13698009510,海南省,南昌市
10005308,14516836899,新疆维吾尔自治区,成县
10005309,18581896400,云南省,建市
10005310,15656740590,新疆维吾尔自治区,淮安市
10005311,18855661317,西藏自治区,超市
10005312,15803649782,云南省,慧市
10005313,18825623109,江苏省,通辽市
10005314,18918605614,广东省,潮州县
10005315,15604550025,安徽省,波市
10005316,14515494697,贵州省,瑞县
10005317,13609007673,黑龙江省,玉县
10005318,13692361204,西藏自治区,荆门市
10005319,13869134359,浙江省,丹丹市
10005320,13954394291,江西省,琳县
10005321,18117406568,上海市,丽丽市
10005322,18290244280,台湾省,红霞县
10005323,15061591800,宁夏回族自治区,巢湖市
10005324,18830220625,福建省,长春市
10005325,18093073981,重庆市,秀珍市
10005326,13667562350,香港特别行政区,西安市
10005327,18538851452,黑龙江省,丽华县
10005328,15687378899,青海省,志强市
10005329,15831168633,黑龙江省,香港县
10005330,13268979539,湖南省,春梅县
10005331,13902797666,天津市,兰州县
10005332,13892146319,广西壮族自治区,张家港市
10005333,18210997161,新疆维吾尔自治区,潜江县
10005334,13419289461,陕西省,旭县
10005335,15080600863,海南省,北京县
10005336,13609948431,澳门特别行政区,建平市
10005337,18910942350,山东省,志强县
10005338,13715029080,澳门特别行政区,秀兰县
10005339,18038695174,福建省,建国县
10005340,15393284377,海南省,丹市
10005341,15164997384,甘肃省,桂珍市
10005342,18588140067,湖北省,静市
10005343,14531771690,北京市,重庆市
10005344,18256307417,天津市,广州县
10005345,13772937417,湖北省,巢湖市
10005346,13641138652,河北省,澳门县
10005347,15132566769,内蒙古自治区,辛集县
10005348,13320189333,湖南省,文县
10005349,18826591640,四川省,海门市
10005350,13995234295,海南省,红梅县
10005351,13140497079,黑龙江省,刚市
10005352,13739116849,宁夏回族自治区,昆明市
10005353,18764766822,宁夏回族自治区,林市
10005354,14721810800,安徽省,汕尾市
10005355,15155646704,山东省,晶市
10005356,18146821439,重庆市,丽市
10005357,13592237443,浙江省,秀云市
10005358,15975546997,江西省,柳州县
10005359,15303868852,安徽省,东市
10005360,18248140286,河南省,北镇县
10005361,13811831672,安徽省,惠州县
10005362,14587853956,广东省,重庆市
10005363,18220549692,安徽省,辽阳县
10005364,15100878602,澳门特别行政区,博县
10005365,15192344706,江西省,婷县
10005366,15932440672,四川省,永安县
10005367,14536116607,内蒙古自治区,军市
10005368,14545750170,贵州省,娟县
10005369,13821050349,安徽省,齐齐哈尔县
10005370,15663915021,江西省,上海市
10005371,13139101249,北京市,萍市
10005372,14777922657,四川省,雪市
10005373,18723353082,香港特别行政区,宜都县
10005374,13455026098,台湾省,桂兰县
10005375,15887958405,内蒙古自治区,佳市
10005376,14595075604,西藏自治区,红霞县
10005377,14785567031,新疆维吾尔自治区,佛山市
10005378,18116137384,西藏自治区,上海县
10005379,14519801470,青海省,北京县
10005380,15009885264,台湾省,西安市
10005381,18522426871,云南省,瑞县
10005382,18012435449,山西省,马鞍山县
10005383,15959049407,甘肃省,通辽县
10005384,18577363799,西藏自治区,石家庄县
10005385,15396431783,新疆维吾尔自治区,通辽县
10005386,13536462514,河北省,强市
10005387,13784371210,辽宁省,银川市
10005388,14537802188,黑龙江省,马鞍山市
10005389,14504788262,江西省,琳县
10005390,18959809839,青海省,天津县
10005391,15296163270,江西省,伟县
10005392,13875655908,台湾省,乌鲁木齐市
10005393,18733939518,甘肃省,雪市
10005394,18914749176,台湾省,郑州市
10005395,18863568935,内蒙古自治区,坤市
10005396,13964134472,澳门特别行政区,哈尔滨县
10005397,15545082886,内蒙古自治区,成市
10005398,18879993121,北京市,阜新县
10005399,13814358570,陕西省,玉华市
10005400,14721625084,黑龙江省,沈阳市
10005401,15664156018,新疆维吾尔自治区,娟县
10005402,18679628069,海南省,萍市
10005403,14709897898,湖南省,浩县
10005404,14762536979,新疆维吾尔自治区,秀华市
10005405,13697603321,云南省,潮州市
10005406,15688494548,吉林省,荣市
10005407,18057140817,浙江省,荣县
10005408,13582759387,广东省,南昌市
10005409,15668229620,西藏自治区,春梅市
10005410,18247540896,江苏省,淑华市
10005411,15978200280,江西省,雪梅市
10005412,13464077065,河南省,呼和浩特县
10005413,13384729508,吉林省,兰英县
10005414,15007779549,江苏省,燕市
10005415,18797561638,湖北省,桂珍县
10005416,18663541284,台湾省,桂芳市
10005417,13786254832,黑龙江省,健县
10005418,13097791006,湖南省,平市
10005419,15899907654,山西省,红县
10005420,18987449890,新疆维吾尔自治区,桂香县
10005421,18297739428,浙江省,长沙市
10005422,18696799121,广东省,昆明县
10005423,13752154896,甘肃省,楠市
10005424,15022991545,湖北省,香港县
10005425,13356336117,宁夏回族自治区,六盘水县
10005426,18847041686,四川省,南宁市
10005427,18094189161,湖北省,丽华市
10005428,13848762174,山东省,香港市
10005429,13343218352,吉林省,海口市
10005430,15761364745,台湾省,帆县
10005431,15692473056,澳门特别行政区,军县
10005432,15502973074,甘肃省,深圳县
10005433,13140044153,江西省,荆门县
10005434,13273482419,湖南省,帆县
10005435,15211435551,吉林省,亮市
10005436,15897384493,山西省,东莞县
10005437,13873385130,天津市,娟市
10005438,14758073384,海南省,淮安县
10005439,14569981430,西藏自治区,北镇市
10005440,13326563671,河南省,合肥市
10005441,15259384120,澳门特别行政区,昆明市
10005442,15768889475,宁夏回族自治区,永安市
10005443,13477961058,湖北省,济南县
10005444,18975986396,北京市,沈阳县
10005445,14573358633,江苏省,林市
10005446,18242095463,西藏自治区,琳县
10005447,15327656049,浙江省,兴安盟县
10005448,13216344667,安徽省,昆明县
10005449,18283903499,江西省,宜都市
10005450,15802272620,辽宁省,秀英市
10005451,13607654262,贵州省,秀兰市
10005452,18270665831,辽宁省,杨县
10005453,18151428948,海南省,柳县
10005454,13359158509,福建省,慧县
10005455,14707292810,安徽省,兰州县
10005456,15934845950,澳门特别行政区,敏市
10005457,13122330139,内蒙古自治区,艳市
10005458,13502606099,河北省,婷婷市
10005459,13421219070,北京市,文市
10005460,15872311354,香港特别行政区,英市
10005461,13147014555,宁夏回族自治区,济南县
10005462,15026146318,上海市,武汉市
10005463,15008991777,福建省,合山市
10005464,18024329882,河北省,桂香县
10005465,14777177264,江苏省,琴县
10005466,18164862681,甘肃省,荆门市
10005467,13407367291,新疆维吾尔自治区,淑华县
10005468,14508904553,辽宁省,邯郸县
10005469,18531037962,广西壮族自治区,欢县
10005470,15190333357,内蒙古自治区,澳门市
10005471,13713659222,广东省,海门县
10005472,14565031002,西藏自治区,永安市
10005473,14527912495,辽宁省,海门县
10005474,15361609558,山西省,岩市
10005475,15753539132,澳门特别行政区,东县
10005476,15135104847,西藏自治区,齐齐哈尔市
10005477,18961670784,贵州省,郑州县
10005478,18173240912,北京市,张家港市
10005479,18527029627,宁夏回族自治区,潜江县
10005480,18795719068,吉林省,宇县
10005481,13983286648,河南省,欢县
10005482,15979966346,重庆市,勇县
10005483,15347323088,浙江省,红霞县
10005484,18510508219,浙江省,香港县
10005485,15201860474,福建省,六安县
10005486,15138385477,台湾省,鹏市
10005487,13724439530,海南省,宁市
10005488,18028694860,湖北省,辛集县
10005489,13958591164,香港特别行政区,小红市
10005490,18782388661,山东省,沈阳县
10005491,13193384713,天津市,鹏市
10005492,18070377468,上海市,超市
10005493,15344326720,甘肃省,桂英县
10005494,15100466657,广西壮族自治区,玉珍市
10005495,13097951633,辽宁省,晨市
10005496,13854036206,山东省,台北市
10005497,15187987818,湖南省,莹县
10005498,14539292901,西藏自治区,深圳市
10005499,15865102330,台湾省,飞市
10005500,15156777953,台湾省,汕尾市
10005501,15765238548,西藏自治区,呼和浩特县
10005502,13106973962,河南省,深圳县
10005503,13962037262,新疆维吾尔自治区,燕县
10005504,14718235685,吉林省,石家庄县
10005505,18594856483,江西省,兵县
10005506,18899181563,天津市,萍市
10005507,13220368626,宁夏回族自治区,红梅县
10005508,13838402485,新疆维吾尔自治区,台北县
10005509,15342269453,重庆市,永安市
10005510,14582248415,吉林省,楠市
10005511,15702027616,河北省,太原市
10005512,13905534025,西藏自治区,兰州市
10005513,18132148947,宁夏回族自治区,浩县
10005514,13405604693,天津市,磊县
10005515,13298702421,浙江省,畅市
10005516,15369743734,新疆维吾尔自治区,兰英市
10005517,13250748540,上海市,慧县
10005518,13728858424,河南省,大冶县
10005519,14585227909,贵州省,成县
10005520,15818263965,内蒙古自治区,辛集市
10005521,13898916793,安徽省,潮州市
10005522,13209807072,宁夏回族自治区,重庆市
10005523,13576817935,贵州省,太原县
10005524,18105503715,江西省,岩市
10005525,13701596211,青海省,合山市
10005526,18845308479,辽宁省,浩县
10005527,15873246359,广东省,西安市
10005528,18852975489,江苏省,西安县
10005529,14579904677,天津市,亮市
10005530,15667922881,陕西省,利市
10005531,18801581914,台湾省,强县
10005532,15016723752,台湾省,北镇县
10005533,13818866339,安徽省,瑜市
10005534,15053046744,湖南省,波市
10005535,13891242656,澳门特别行政区,佳县
10005536,14578597640,海南省,阳市
10005537,15782752930,海南省,淑英县
10005538,15174554881,甘肃省,淮安市
10005539,13113368862,云南省,雪梅市
10005540,13050442347,海南省,艳县
10005541,14780711186,湖南省,海口市
10005542,13326729853,浙江省,太原市
10005543,18711809242,贵州省,刚市
10005544,15763576651,湖南省,北京县
10005545,18689219279,福建省,兴城县
10005546,18583812430,湖北省,超市
10005547,13324029375,重庆市,海口县
10005548,15227333406,吉林省,莹县
10005549,15574756696,澳门特别行政区,银川县
10005550,15704989579,天津市,杨市
10005551,15348475336,台湾省,贵阳市
10005552,15553816010,重庆市,玉梅县
10005553,18121468150,陕西省,辽阳市
10005554,15794879145,重庆市,沈阳市
10005555,14560346685,云南省,石家庄市
10005556,18623559265,湖北省,磊市
10005557,15173584971,香港特别行政区,六盘水县
10005558,13372487381,黑龙江省,福州县
10005559,18860162792,四川省,涛县
10005560,15060216455,西藏自治区,柳州市
10005561,13202681899,黑龙江省,宁德县
10005562,15692050328,北京市,文市
10005563,18922270669,河南省,重庆市
10005564,13757436696,天津市,合山市
10005565,13317258976,重庆市,西宁市
10005566,15078154158,河南省,重庆县
10005567,15347375609,甘肃省,雪市
10005568,13620172144,澳门特别行政区,济南县
10005569,18662556660,贵州省,海门县
10005570,14552876459,澳门特别行政区,欣县
10005571,15291402063,宁夏回族自治区,荆门市
10005572,18662273482,台湾省,武汉市
10005573,14582581713,宁夏回族自治区,桂兰市
10005574,18850814812,辽宁省,哈尔滨县
10005575,15068556770,广东省,娟县
10005576,15655747591,河南省,辉县
10005577,13528856553,江西省,澳门市
10005578,15636158165,河北省,洋县
10005579,15254378536,安徽省,丹丹市
10005580,13904022799,山西省,关岭县
10005581,18254359350,江西省,惠州市
10005582,18598901767,西藏自治区,坤县
10005583,14574790153,四川省,汕尾市
10005584,18654354563,天津市,阜新市
10005585,15795860460,内蒙古自治区,飞市
10005586,18708785288,甘肃省,银川县
10005587,14595210345,浙江省,太原县
10005588,13471064760,新疆维吾尔自治区,桂花县
10005589,18822551770,内蒙古自治区,淮安县
10005590,18729483644,新疆维吾尔自治区,福州县
10005591,18240406868,内蒙古自治区,丹丹市
10005592,13001058589,福建省,乌鲁木齐市
10005593,15011510245,香港特别行政区,呼和浩特市
10005594,15971873451,北京市,静县
10005595,18968930134,青海省,澳门县
10005596,15636263409,安徽省,莹市
10005597,13585643639,宁夏回族自治区,秀云县
10005598,15513738313,香港特别行政区,沈阳市
10005599,13395716900,海南省,淮安市
10005600,15959426130,青海省,涛县
10005601,18160240822,西藏自治区,潮州市
10005602,13922737705,陕西省,天津县
10005603,18979648580,甘肃省,广州县
10005604,15071336341,北京市,长春市
10005605,13992470092,吉林省,英市
10005606,13292444428,陕西省,小红县
10005607,14572301360,湖北省,玉兰市
10005608,18812211847,山东省,飞市
10005609,13485900146,青海省,郑州市
10005610,15154796830,河北省,海燕县
10005611,13601620779,北京市,辽阳市
10005612,18102240862,天津市,建军市
10005613,15693578701,江西省,潮州市
10005614,13665555292,安徽省,燕县
10005615,13398136861,河北省,杨市
10005616,13026400930,新疆维吾尔自治区,春梅县
10005617,14596091970,宁夏回族自治区,彬县
10005618,15851839084,甘肃省,天津市
10005619,18723914957,北京市,张家港市
10005620,18296349250,湖北省,天津县
10005621,15103772823,河南省,荆门县
10005622,18647700482,陕西省,潮州县
10005623,15171836824,香港特别行政区,六盘水市
10005624,18054311682,台湾省,玲市
10005625,15239125670,甘肃省,台北市
10005626,15028457530,天津市,长春市
10005627,14510341628,河南省,澳门市
10005628,18875135599,黑龙江省,上海县
10005629,13924840644,新疆维吾尔自治区,惠州县
10005630,13955354234,山东省,荆门县
10005631,14733415481,青海省,利市
10005632,18710833537,山西省,南京县
10005633,18181596407,四川省,丽市
10005634,15257633499,山西省,合山县
10005635,15028762381,四川省,雪梅市
10005636,18655150996,天津市,洁县
10005637,13689280542,江西省,阳市
10005638,15819851581,北京市,南昌市
10005639,15854293793,福建省,波县
10005640,14747529372,陕西省,沈阳县
10005641,14555433501,香港特别行政区,柳州市
10005642,13575669864,浙江省,长沙市
10005643,15900027644,黑龙江省,福州市
10005644,18289728628,福建省,潮州县
10005645,18767725180,青海省,桂香市
10005646,18264316405,陕西省,阳县
10005647,15332356079,黑龙江省,哈尔滨县
10005648,13231264727,西藏自治区,柳州县
10005649,13318394598,福建省,淑兰市
10005650,18283781231,台湾省,明县
10005651,15500879922,山西省,淑英县
10005652,13894663489,河南省,桂荣县
10005653,15808975040,河南省,惠州县
10005654,18295433386,安徽省,佳县
10005655,13209665521,海南省,林市
10005656,18269230391,河北省,秀云市
10005657,18858760302,辽宁省,深圳县
10005658,15979159118,江西省,丽县
10005659,14560862760,河北省,军市
10005660,18616254350,广东省,莹市
10005661,18144997282,内蒙古自治区,张家港县
10005662,18513272114,香港特别行政区,乌鲁木齐市
10005663,13409468788,山东省,淑华市
10005664,18199203104,湖北省,桂花县
10005665,14785253850,澳门特别行政区,宁德县
10005666,15953639914,黑龙江省,西宁市
10005667,15758067039,新疆维吾尔自治区,秀芳市
10005668,18055911647,青海省,建平市
10005669,15523086347,安徽省,嘉禾县
10005670,15946309198,湖北省,沈阳市
10005671,15212133219,江苏省,娜市
10005672,13855786295,重庆市,通辽市
10005673,14714805464,四川省,佛山县
10005674,13869510092,山西省,淑珍县
10005675,13664646552,甘肃省,太原县
10005676,18045232464,山西省,瑞市
10005677,15663747875,山东省,嘉禾市
10005678,18000751097,贵州省,伟市
10005679,14574062205,内蒙古自治区,平县
10005680,13389326623,广东省,邯郸市
10005681,18657371315,重庆市,天津县
10005682,13770104321,河南省,洋县
10005683,18033191135,新疆维吾尔自治区,明市
10005684,13873388120,湖北省,台北县
10005685,15864466488,内蒙古自治区,成市
10005686,18546165165,浙江省,强县
10005687,18716476291,湖北省,兴安盟县
10005688,15710089987,陕西省,昆明县
10005689,13660136184,上海市,大冶市
10005690,13891789570,上海市,鹏县
10005691,15087645339,河南省,香港市
10005692,13380429861,四川省,玉英市
10005693,14504613276,北京市,敏市
10005694,15993162126,青海省,潜江市
10005695,13882384448,重庆市,南昌市
10005696,15338152736,台湾省,阳市
10005697,14584482387,甘肃省,秀云县
10005698,14784054682,四川省,杭州市
10005699,15277241174,宁夏回族自治区,惠州县
10005700,15535493848,湖北省,帆县
10005701,13286673554,广西壮族自治区,峰县
10005702,15738351473,福建省,金凤县
10005703,13232227191,安徽省,张家港市
10005704,13277829428,吉林省,贵阳市
10005705,13929338496,云南省,天津市
10005706,15287704077,宁夏回族自治区,惠州市
10005707,18220439226,北京市,鹏县
10005708,13018896693,吉林省,成县
10005709,13646883882,福建省,红梅县
10005710,13783520287,浙江省,长春市
10005711,13314572337,山东省,哈尔滨县
10005712,18275140752,湖北省,张家港县
10005713,14567357409,浙江省,石家庄市
10005714,15860949733,广东省,邯郸县
10005715,15907779543,湖北省,宜都市
10005716,14515072926,河北省,通辽县
10005717,15316057788,河北省,亮市
10005718,13487418434,江西省,潜江市
10005719,15192659477,广西壮族自治区,静县
10005720,18800285112,海南省,荣县
10005721,13278134543,山东省,张家港县
10005722,13337574095,福建省,辽阳市
10005723,15202457475,福建省,兰英市
10005724,18896498459,香港特别行政区,成都市
10005725,13341290583,江西省,银川市
10005726,18907314663,新疆维吾尔自治区,岩县
10005727,15337938878,四川省,齐齐哈尔县
10005728,18583586838,山西省,南京市
10005729,13236684516,北京市,桂兰县
10005730,15601044073,广东省,燕县
10005731,13115259434,澳门特别行政区,兴城县
10005732,15715370308,西藏自治区,淑华市
10005733,13938166209,辽宁省,郑州县
10005734,13923028985,山西省,秀英市
10005735,18013733123,黑龙江省,上海市
10005736,15765724073,西藏自治区,磊县
10005737,18974684739,湖北省,哈尔滨县
10005738,15968863005,江苏省,晨县
10005739,15021366074,北京市,琳市
10005740,13060184382,甘肃省,张家港市
10005741,15079943131,安徽省,芳市
10005742,15306728421,贵州省,桂兰市
10005743,18212873175,山西省,平市
10005744,13542123858,福建省,荆门市
10005745,13406332474,青海省,秀珍县
10005746,15152200194,山东省,桂珍县
10005747,14720427799,内蒙古自治区,石家庄市
10005748,18909738376,天津市,佛山县
10005749,14567036069,江苏省,太原县
10005750,15810162993,甘肃省,潜江市
10005751,13998644336,江西省,倩县
10005752,13745576290,宁夏回族自治区,萍市
10005753,13302842086,澳门特别行政区,淑兰市
10005754,18136398530,上海市,桂英市
10005755,13486127566,江苏省,兴城市
10005756,13697905026,香港特别行政区,拉萨县
10005757,14538694922,香港特别行政区,玲市
10005758,18764258138,河南省,淑兰市
10005759,15729853027,香港特别行政区,慧县
10005760,18105697085,宁夏回族自治区,玉兰市
10005761,13892780365,陕西省,上海市
10005762,13241806724,四川省,嘉禾县
10005763,15632412241,湖北省,利市
10005764,18531194314,广西壮族自治区,辛集市
10005765,18179486728,西藏自治区,帆市
10005766,18716296328,香港特别行政区,红梅市
10005767,18036845933,山东省,济南县
10005768,18826115131,广东省,六安县
10005769,13863369258,山西省,帆市
10005770,18173835052,山东省,呼和浩特县
10005771,13086857185,福建省,乌鲁木齐县
10005772,13462108001,广东省,建平县
10005773,15265523143,青海省,桂英市
10005774,13405644231,浙江省,香港市
10005775,13003177653,北京市,台北县
10005776,13108057616,香港特别行政区,英县
10005777,15326799581,湖北省,梅市
10005778,15003351020,山东省,旭市
10005779,18675610060,广东省,南宁县
10005780,15218467233,甘肃省,艳县
10005781,18274613392,河北省,帅县
10005782,13773840024,宁夏回族自治区,娜市
10005783,14517974014,辽宁省,西宁市
10005784,13796089273,云南省,艳市
10005785,15251815002,上海市,关岭县
10005786,18832304487,湖北省,桂花市
10005787,15683815659,海南省,婷市
10005788,18246720468,四川省,金凤县
10005789,15912153251,新疆维吾尔自治区,宜都市
10005790,13523794214,天津市,鑫县
10005791,15184230001,浙江省,芳县
10005792,15013759490,新疆维吾尔自治区,春梅市
10005793,13316534996,四川省,淑英市
10005794,18048752087,宁夏回族自治区,海燕市
10005795,15840626207,上海市,石家庄县
10005796,15035431565,澳门特别行政区,玉市
10005797,13043214924,新疆维吾尔自治区,台北市
10005798,14736633951,云南省,小红市
10005799,18848591535,云南省,帅市
10005800,15654998903,内蒙古自治区,南京县
10005801,18057840358,新疆维吾尔自治区,凯市
10005802,18006486317,山西省,岩县
10005803,18262629738,重庆市,欣市
10005804,13376058370,香港特别行政区,永安市
10005805,15012349714,河南省,海门县
10005806,13788854264,黑龙江省,玉华县
10005807,15558553206,江西省,济南县
10005808,18651067509,辽宁省,兴城县
10005809,13396229738,贵州省,玉兰县
10005810,18572044785,贵州省,长春县
10005811,15794302539,香港特别行政区,玉兰市
10005812,14571326710,天津市,嘉禾市
10005813,13341344722,河南省,文市
10005814,18267494147,安徽省,萍市
10005815,13831509007,安徽省,上海县
10005816,13309168623,重庆市,东莞县
10005817,18905306190,湖北省,六安市
10005818,15282014514,澳门特别行政区,静市
10005819,15355799009,天津市,玉梅县
10005820,18929241743,香港特别行政区,彬县
10005821,18869293296,浙江省,玉兰县
10005822,13744532301,河北省,瑞市
10005823,15316922443,江西省,马鞍山县
10005824,14531854046,辽宁省,浩市
10005825,14574555695,上海市,广州市
10005826,18236386535,陕西省,红市
10005827,14576539022,广西壮族自治区,桂芝市
10005828,13709977087,西藏自治区,帆县
10005829,18914805246,辽宁省,磊市
10005830,15331700628,湖北省,博市
10005831,13321543592,新疆维吾尔自治区,静市
10005832,15110379586,广东省,哈尔滨县
10005833,13656784985,内蒙古自治区,建县
